Tree ID,Species Name,DBH,Replacement Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits"
,,(cm),(€),(kg),(€),(kg/yr),(€/yr),(m³/yr),(€/yr),(kg/yr),(€/yr),(g/yr),(€/yr),(€/yr),(€/yr)
5366,Aesculus hippocastanum,70.00,6391.92,2021.60,324.80,22.30,3.58,0.50,1.04,N/A,N/A,434.30,2.23,N/A,6.86
5367,Aesculus hippocastanum,30.00,1444.81,245.50,39.44,6.20,1.00,0.10,0.28,N/A,N/A,118.70,0.61,N/A,1.90
5368,Aesculus hippocastanum,18.00,732.42,69.90,11.23,2.90,0.47,0.00,0.08,N/A,N/A,33.40,0.17,N/A,0.72
5369,Aesculus hippocastanum,30.00,1444.81,259.20,41.65,6.50,1.04,0.30,0.57,N/A,N/A,238.90,1.23,N/A,2.84
5370,Aesculus hippocastanum,60.00,4784.10,1384.60,222.45,17.70,2.85,0.30,0.52,N/A,N/A,216.00,1.11,N/A,4.48
5371,Aesculus hippocastanum,20.00,826.42,92.90,14.92,3.50,0.56,0.10,0.23,N/A,N/A,96.20,0.49,N/A,1.28
5372,Aesculus hippocastanum,65.00,5557.09,1684.90,270.71,20.00,3.21,0.50,0.90,N/A,N/A,374.50,1.93,N/A,6.03
5373,Aesculus hippocastanum,25.00,1104.69,162.40,26.09,4.90,0.78,0.20,0.29,N/A,N/A,122.10,0.63,N/A,1.70
5374,Aesculus hippocastanum,25.00,1104.69,156.10,25.08,4.70,0.76,0.20,0.29,N/A,N/A,120.00,0.62,N/A,1.67
5375,Aesculus hippocastanum,60.00,4784.10,1358.30,218.24,17.50,2.82,0.20,0.45,N/A,N/A,187.90,0.97,N/A,4.23
5376,Aesculus hippocastanum,25.00,1104.69,156.10,25.08,4.70,0.76,0.00,0.07,N/A,N/A,28.40,0.15,N/A,0.98
5378,Aesculus hippocastanum,20.00,826.42,92.90,14.92,3.50,0.56,0.10,0.23,N/A,N/A,96.20,0.49,N/A,1.28
5379,Aesculus hippocastanum,15.00,609.98,46.20,7.43,2.30,0.37,0.10,0.10,N/A,N/A,40.20,0.21,N/A,0.67
5380,Aesculus hippocastanum,85.00,9037.68,3262.70,524.20,29.70,4.78,0.90,1.76,N/A,N/A,735.40,3.78,N/A,10.32
5381,Aesculus hippocastanum,40.00,2310.55,494.10,79.39,9.50,1.53,0.40,0.68,N/A,N/A,285.60,1.47,N/A,3.68
5382,Aesculus hippocastanum,80.00,8086.97,2809.20,451.35,27.20,4.37,0.90,1.73,N/A,N/A,719.80,3.70,N/A,9.79
5383,Aesculus hippocastanum,72.00,6743.16,2166.70,348.12,23.30,3.74,0.90,1.66,N/A,N/A,693.60,3.57,N/A,8.96
5384,Aesculus hippocastanum,72.00,6743.16,2166.70,348.12,23.30,3.74,0.50,0.93,N/A,N/A,388.20,2.00,N/A,6.66
5385,Aesculus hippocastanum,70.00,6391.92,2021.60,324.80,22.30,3.58,0.40,0.77,N/A,N/A,322.10,1.66,N/A,6.01
5386,Aesculus hippocastanum,60.00,4784.10,1367.20,219.66,17.60,2.83,0.60,1.21,N/A,N/A,503.00,2.59,N/A,6.62
5387,Aesculus hippocastanum,30.00,1444.81,242.60,38.97,6.20,0.99,0.00,0.06,N/A,N/A,23.30,0.12,N/A,1.17
5388,Aesculus hippocastanum,40.00,2310.55,516.50,82.98,9.80,1.57,0.20,0.45,N/A,N/A,187.20,0.96,N/A,2.98
5389,Aesculus hippocastanum,20.00,826.42,88.40,14.20,3.40,0.54,0.00,0.03,N/A,N/A,12.80,0.07,N/A,0.64
5390,Aesculus hippocastanum,80.00,8086.97,2809.20,451.35,27.20,4.37,0.60,1.09,N/A,N/A,455.30,2.34,N/A,7.80
5391,Aesculus hippocastanum,70.00,6391.92,2021.60,324.80,22.30,3.58,0.70,1.36,N/A,N/A,568.30,2.92,N/A,7.87
5392,Aesculus hippocastanum,50.00,3423.65,874.30,140.47,13.40,2.16,0.30,0.63,N/A,N/A,264.40,1.36,N/A,4.15
5393,Aesculus hippocastanum,70.00,6391.92,2021.60,324.80,22.30,3.58,0.80,1.55,N/A,N/A,647.20,3.33,N/A,8.46
5394,Aesculus hippocastanum,50.00,3423.65,887.00,142.52,13.60,2.18,0.80,1.46,N/A,N/A,609.80,3.14,N/A,6.77
5395,Aesculus hippocastanum,80.00,8086.97,2809.20,451.35,27.20,4.37,0.80,1.53,N/A,N/A,637.10,3.28,N/A,9.17
5396,Aesculus hippocastanum,45.00,2836.18,676.00,108.62,11.50,1.85,0.10,0.28,N/A,N/A,118.50,0.61,N/A,2.74
5397,Aesculus hippocastanum,10.00,267.01,16.50,2.65,1.20,0.20,0.00,0.02,N/A,N/A,8.40,0.04,N/A,0.26
5398,Carpinus betulus,13.00,544.27,45.50,7.32,2.30,0.37,0.10,0.10,N/A,N/A,41.40,0.21,N/A,0.68
5399,Carpinus betulus,50.00,3553.10,930.20,149.45,0.30,0.05,1.10,2.18,N/A,N/A,908.60,4.67,N/A,6.90
5400,Platanus x acerifolia 'Bloodgood',22.00,969.55,136.10,21.86,4.70,0.76,0.10,0.13,N/A,N/A,56.20,0.29,N/A,1.18
5401,Platanus x acerifolia 'Bloodgood',20.00,857.00,107.80,17.32,4.10,0.66,0.00,0.09,N/A,N/A,36.50,0.19,N/A,0.93
5402,Platanus x hispanica,190.00,24780.48,7500.00,1205.00,8.10,1.31,2.60,4.93,N/A,N/A,2055.00,10.57,N/A,16.80
5403,Platanus x acerifolia 'Bloodgood',20.00,857.00,107.80,17.32,4.10,0.66,0.10,0.26,N/A,N/A,106.60,0.55,N/A,1.46
5404,Platanus x acerifolia 'Bloodgood',40.00,2464.81,593.00,95.28,11.30,1.82,0.40,0.67,N/A,N/A,279.20,1.44,N/A,3.93
5405,Platanus x acerifolia 'Bloodgood',19.00,804.75,95.10,15.28,3.80,0.61,0.10,0.10,N/A,N/A,41.20,0.21,N/A,0.92
5406,Platanus x acerifolia 'Bloodgood',22.00,969.55,136.10,21.86,4.70,0.76,0.10,0.15,N/A,N/A,64.60,0.33,N/A,1.24
5407,Platanus x acerifolia 'Bloodgood',25.00,1158.47,186.10,29.90,5.70,0.91,0.10,0.11,N/A,N/A,45.40,0.23,N/A,1.25
5408,Platanus x acerifolia 'Bloodgood',25.00,1158.47,186.10,29.90,5.70,0.91,0.10,0.11,N/A,N/A,45.50,0.23,N/A,1.26
5409,Platanus x acerifolia 'Bloodgood',25.00,1158.47,186.10,29.90,5.70,0.91,0.10,0.10,N/A,N/A,42.70,0.22,N/A,1.23
5410,Platanus x acerifolia 'Bloodgood',30.00,1526.93,291.50,46.83,7.40,1.19,0.20,0.33,N/A,N/A,136.60,0.70,N/A,2.22
5411,Platanus x acerifolia 'Bloodgood',35.00,1962.37,426.40,68.50,9.30,1.50,0.20,0.47,N/A,N/A,194.80,1.00,N/A,2.97
5412,Platanus x acerifolia 'Bloodgood',17.00,708.28,72.60,11.66,3.20,0.52,0.00,0.08,N/A,N/A,35.20,0.18,N/A,0.78
5413,Platanus x acerifolia 'Bloodgood',31.00,1608.66,316.00,50.77,7.80,1.25,0.30,0.61,N/A,N/A,255.20,1.31,N/A,3.18
5414,Platanus x acerifolia 'Bloodgood',30.00,1526.93,291.50,46.83,7.40,1.19,0.20,0.32,N/A,N/A,133.20,0.69,N/A,2.20
5416,Platanus x hispanica,180.00,23892.16,7500.00,1205.00,8.10,1.31,2.10,4.08,N/A,N/A,1700.70,8.74,N/A,14.13
5417,Platanus x acerifolia 'Bloodgood',19.00,804.75,95.10,15.28,3.80,0.61,0.00,0.08,N/A,N/A,34.40,0.18,N/A,0.87
5418,Platanus x acerifolia 'Bloodgood',18.00,755.18,83.40,13.40,3.50,0.56,0.00,0.09,N/A,N/A,35.80,0.18,N/A,0.83
5419,Platanus x acerifolia 'Bloodgood',18.00,755.18,83.40,13.40,3.50,0.56,0.00,0.07,N/A,N/A,29.30,0.15,N/A,0.79
5420,Platanus x acerifolia 'Bloodgood',15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.06,N/A,N/A,25.90,0.13,N/A,0.63
5421,Platanus x acerifolia 'Bloodgood',22.00,969.55,136.10,21.86,4.70,0.76,0.10,0.21,N/A,N/A,88.90,0.46,N/A,1.43
5422,Platanus x acerifolia 'Bloodgood',12.00,514.00,31.30,5.02,2.00,0.32,0.00,0.04,N/A,N/A,17.30,0.09,N/A,0.45
5423,Platanus x acerifolia 'Bloodgood',15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.04,N/A,N/A,17.60,0.09,N/A,0.57
5424,Platanus x acerifolia 'Bloodgood',15.00,622.53,53.60,8.61,2.70,0.43,0.00,0.05,N/A,N/A,19.80,0.10,N/A,0.58
5425,Platanus x acerifolia 'Bloodgood',14.00,583.68,45.30,7.28,2.40,0.39,0.00,0.04,N/A,N/A,17.10,0.09,N/A,0.52
5426,Platanus x acerifolia 'Bloodgood',19.00,804.75,95.10,15.28,3.80,0.61,0.10,0.19,N/A,N/A,80.60,0.41,N/A,1.22
5427,Platanus x acerifolia 'Bloodgood',18.00,755.18,83.40,13.40,3.50,0.56,0.10,0.17,N/A,N/A,71.70,0.37,N/A,1.11
5428,Platanus x acerifolia 'Bloodgood',25.00,1158.47,186.10,29.90,5.70,0.91,0.20,0.33,N/A,N/A,138.60,0.71,N/A,1.96
5429,Platanus x acerifolia 'Bloodgood',25.00,1158.47,186.10,29.90,5.70,0.91,0.10,0.27,N/A,N/A,112.00,0.58,N/A,1.76
5430,Platanus x acerifolia 'Bloodgood',35.00,1962.37,426.40,68.50,9.30,1.50,0.40,0.73,N/A,N/A,302.70,1.56,N/A,3.78
5431,Platanus x acerifolia 'Bloodgood',24.00,1092.82,168.40,27.05,5.30,0.86,0.10,0.24,N/A,N/A,98.50,0.51,N/A,1.60
5432,Platanus x acerifolia 'Bloodgood',35.00,1962.37,426.40,68.50,9.30,1.50,0.20,0.34,N/A,N/A,140.70,0.72,N/A,2.56
5433,Platanus x acerifolia 'Bloodgood',20.00,857.00,107.80,17.32,4.10,0.66,0.10,0.18,N/A,N/A,74.00,0.38,N/A,1.22
5434,Platanus x acerifolia 'Bloodgood',38.00,2255.80,522.40,83.94,10.50,1.69,0.40,0.75,N/A,N/A,311.70,1.60,N/A,4.04
5435,Platanus x acerifolia 'Bloodgood',28.00,1371.50,245.90,39.51,6.70,1.08,0.20,0.45,N/A,N/A,187.30,0.96,N/A,2.49
5436,Platanus x acerifolia 'Bloodgood',28.00,1371.50,245.90,39.51,6.70,1.08,0.20,0.38,N/A,N/A,159.40,0.82,N/A,2.28
5437,Platanus x acerifolia 'Bloodgood',16.00,664.07,62.60,10.06,3.00,0.48,0.10,0.16,N/A,N/A,68.80,0.35,N/A,0.99
5438,Platanus x hispanica,100.00,12670.90,5640.10,906.18,34.90,5.61,1.20,2.30,N/A,N/A,961.50,4.94,N/A,12.86
5439,Platanus x hispanica,190.00,24780.48,7500.00,1205.00,8.10,1.31,3.90,7.37,N/A,N/A,3073.70,15.80,N/A,24.48
5440,Platanus x hispanica,100.00,12670.90,5640.10,906.18,34.90,5.61,2.60,4.96,N/A,N/A,2068.20,10.63,N/A,21.20
5441,Platanus x hispanica,190.00,24780.48,7500.00,1205.00,8.10,1.31,3.10,5.87,N/A,N/A,2448.90,12.59,N/A,19.77
5442,Prunus cerasifera,9.60,194.82,19.00,3.05,1.50,0.25,0.00,0.05,N/A,N/A,19.90,0.10,N/A,0.40
5443,Fraxinus ornus,16.30,673.27,92.60,14.88,2.80,0.44,0.10,0.11,N/A,N/A,45.10,0.23,N/A,0.78
5444,Fraxinus ornus,16.30,673.27,92.60,14.88,2.80,0.44,0.10,0.12,N/A,N/A,51.80,0.27,N/A,0.83
5445,Celtis australis,48.00,3453.43,128.40,20.63,1.80,0.30,0.60,1.12,N/A,N/A,465.60,2.39,N/A,3.81
5446,Celtis australis,15.00,625.04,17.50,2.81,0.80,0.13,0.00,0.05,N/A,N/A,22.80,0.12,N/A,0.30
5447,Celtis australis,18.00,759.73,23.90,3.85,0.90,0.15,0.00,0.08,N/A,N/A,34.60,0.18,N/A,0.41
5448,Celtis australis,16.00,667.22,19.60,3.14,0.80,0.14,0.00,0.06,N/A,N/A,25.50,0.13,N/A,0.33
5449,Celtis australis,20.00,863.12,28.70,4.61,1.00,0.16,0.10,0.19,N/A,N/A,77.60,0.40,N/A,0.74
5450,Ginkgo biloba,15.00,662.69,17.00,2.73,0.60,0.10,0.00,0.02,N/A,N/A,10.20,0.05,N/A,0.18
5451,Acer platanoides,23.40,1054.08,145.10,23.32,5.70,0.92,0.10,0.20,N/A,N/A,85.10,0.44,N/A,1.56
5452,Celtis australis,28.00,1385.54,51.00,8.20,1.30,0.20,0.20,0.41,N/A,N/A,171.50,0.88,N/A,1.49
5453,Pinus nigra,30.00,1487.62,133.80,21.49,3.10,0.50,0.20,0.33,N/A,N/A,135.80,0.70,N/A,1.52
5454,Acer campestre,15.10,647.14,52.90,8.50,1.70,0.27,0.00,0.06,N/A,N/A,23.60,0.12,N/A,0.45
5456,Fraxinus,22.00,961.70,181.10,29.09,5.80,0.93,0.20,0.30,N/A,N/A,126.20,0.65,N/A,1.88
5457,Fraxinus,10.00,284.81,28.90,4.65,2.00,0.33,0.00,0.02,N/A,N/A,6.70,0.03,N/A,0.38
5458,Fraxinus,16.00,660.92,84.80,13.63,3.70,0.60,0.00,0.08,N/A,N/A,31.60,0.16,N/A,0.84
5459,Fagus sylvatica,10.00,369.37,24.80,3.99,1.30,0.20,0.00,0.01,N/A,N/A,5.50,0.03,N/A,0.24
5460,Fagus sylvatica,7.00,180.99,10.80,1.73,0.80,0.13,0.00,0.01,N/A,N/A,3.90,0.02,N/A,0.16
5461,Fagus sylvatica,16.00,720.75,74.10,11.90,2.30,0.37,0.00,0.02,N/A,N/A,6.50,0.03,N/A,0.42
5462,Fagus sylvatica,16.00,720.75,74.10,11.90,2.30,0.37,0.00,0.02,N/A,N/A,7.90,0.04,N/A,0.43
5463,Fagus sylvatica,13.00,571.90,45.70,7.35,1.80,0.28,0.00,0.02,N/A,N/A,9.40,0.05,N/A,0.36
5464,Fagus sylvatica,7.00,180.99,10.80,1.73,0.80,0.13,0.00,0.01,N/A,N/A,3.70,0.02,N/A,0.16
5465,Fagus sylvatica,6.00,132.97,7.50,1.20,0.70,0.10,0.00,0.01,N/A,N/A,4.60,0.02,N/A,0.14
5466,Fagus sylvatica,9.00,299.19,19.40,3.12,1.10,0.18,0.00,0.02,N/A,N/A,6.70,0.03,N/A,0.23
5467,Liriodendron tulipifera,20.00,918.18,76.50,12.29,3.80,0.60,0.10,0.11,N/A,N/A,44.20,0.23,N/A,0.94
5468,Liriodendron tulipifera,30.00,1691.16,203.90,32.75,6.70,1.07,0.30,0.52,N/A,N/A,218.10,1.12,N/A,2.72
5469,Liriodendron tulipifera,8.00,213.61,8.40,1.35,1.10,0.17,0.00,0.01,N/A,N/A,4.40,0.02,N/A,0.20
5470,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.02,N/A,N/A,9.70,0.05,N/A,0.48
5471,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.03,N/A,N/A,11.80,0.06,N/A,0.49
5472,Liriodendron tulipifera,18.00,800.68,59.30,9.53,3.20,0.52,0.00,0.07,N/A,N/A,29.00,0.15,N/A,0.74
5473,Liriodendron tulipifera,22.00,1048.04,96.30,15.47,4.30,0.69,0.10,0.17,N/A,N/A,72.80,0.37,N/A,1.24
5474,Liriodendron tulipifera,22.00,1048.04,96.30,15.47,4.30,0.69,0.00,0.08,N/A,N/A,35.20,0.18,N/A,0.96
5475,Liriodendron tulipifera,18.00,800.68,59.30,9.53,3.20,0.52,0.10,0.10,N/A,N/A,42.50,0.22,N/A,0.84
5476,Liriodendron tulipifera,25.00,1266.02,131.10,21.06,5.10,0.83,0.10,0.11,N/A,N/A,47.80,0.25,N/A,1.19
5477,Liriodendron tulipifera,25.00,1266.02,131.10,21.06,5.10,0.83,0.10,0.11,N/A,N/A,47.80,0.25,N/A,1.19
5478,Liriodendron tulipifera,20.00,918.18,76.50,12.29,3.80,0.60,0.10,0.11,N/A,N/A,44.20,0.23,N/A,0.94
5479,Liriodendron tulipifera,20.00,918.18,76.50,12.29,3.80,0.60,0.10,0.11,N/A,N/A,44.20,0.23,N/A,0.94
5480,Liriodendron tulipifera,22.00,1048.04,96.30,15.47,4.30,0.69,0.10,0.13,N/A,N/A,56.10,0.29,N/A,1.11
5481,Liriodendron tulipifera,18.00,800.68,59.30,9.53,3.20,0.52,0.00,0.09,N/A,N/A,37.70,0.19,N/A,0.80
5482,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.02,N/A,N/A,9.70,0.05,N/A,0.48
5483,Liriodendron tulipifera,25.00,1266.02,131.10,21.06,5.10,0.83,0.10,0.11,N/A,N/A,47.80,0.25,N/A,1.19
5484,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.08,N/A,N/A,35.40,0.18,N/A,0.67
5485,Liriodendron tulipifera,30.00,1691.16,203.90,32.75,6.70,1.07,0.10,0.22,N/A,N/A,90.40,0.46,N/A,1.75
5486,Liriodendron tulipifera,24.00,1190.27,118.80,19.08,4.90,0.78,0.10,0.15,N/A,N/A,61.00,0.31,N/A,1.24
5487,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.08,N/A,N/A,33.00,0.17,N/A,0.65
5488,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.07,N/A,N/A,28.90,0.15,N/A,0.62
5489,Liriodendron tulipifera,15.00,647.63,38.20,6.14,2.50,0.40,0.00,0.07,N/A,N/A,31.30,0.16,N/A,0.64
5495,Celtis australis,26.00,1238.61,44.90,7.22,1.20,0.19,0.20,0.35,N/A,N/A,144.60,0.74,N/A,1.28
5496,Quercus robur,8.00,225.00,22.10,3.55,2.00,0.33,0.00,0.01,N/A,N/A,5.80,0.03,N/A,0.37
5497,Quercus robur,8.00,225.00,22.10,3.55,2.00,0.33,0.00,0.01,N/A,N/A,5.50,0.03,N/A,0.37
5498,Quercus robur,8.00,225.00,22.10,3.55,2.00,0.33,0.00,0.01,N/A,N/A,5.10,0.03,N/A,0.37
5499,Quercus robur,8.00,225.00,22.10,3.55,2.00,0.33,0.00,0.01,N/A,N/A,5.50,0.03,N/A,0.37
5500,Quercus robur,10.00,351.56,33.20,5.34,2.50,0.41,0.00,0.02,N/A,N/A,8.40,0.04,N/A,0.47
5501,Quercus robur,10.00,351.56,33.20,5.34,2.50,0.41,0.00,0.02,N/A,N/A,7.90,0.04,N/A,0.47
5502,Quercus robur,10.00,351.56,33.20,5.34,2.50,0.41,0.00,0.02,N/A,N/A,7.20,0.04,N/A,0.46
5506,Prunus cerasifera,12.00,499.72,33.10,5.33,2.10,0.34,0.00,0.06,N/A,N/A,24.30,0.12,N/A,0.52
5507,Prunus cerasifera,23.00,880.64,161.60,25.96,5.30,0.85,0.10,0.24,N/A,N/A,99.10,0.51,N/A,1.60
5508,Prunus cerasifera,22.00,836.12,145.00,23.30,5.00,0.80,0.10,0.17,N/A,N/A,71.70,0.37,N/A,1.34
5510,Prunus cerasifera,25.00,975.63,198.00,31.81,6.00,0.96,0.20,0.39,N/A,N/A,162.30,0.83,N/A,2.19
5511,Prunus cerasifera,23.00,880.64,161.60,25.96,5.30,0.85,0.10,0.22,N/A,N/A,92.40,0.48,N/A,1.55
5512,Quercus rubra,20.00,918.18,94.50,15.18,3.60,0.57,0.10,0.16,N/A,N/A,64.70,0.33,N/A,1.06
5513,Quercus rubra,20.00,918.18,94.50,15.18,3.60,0.57,0.10,0.15,N/A,N/A,61.30,0.32,N/A,1.04
5514,Quercus rubra,25.00,1266.02,162.50,26.11,4.90,0.79,0.10,0.13,N/A,N/A,53.90,0.28,N/A,1.19
5515,Quercus rubra,20.00,918.18,94.50,15.18,3.60,0.57,0.10,0.13,N/A,N/A,54.30,0.28,N/A,0.98
5516,Quercus rubra,20.00,918.18,94.50,15.18,3.60,0.57,0.10,0.15,N/A,N/A,61.30,0.32,N/A,1.04
5517,Quercus rubra,18.00,800.68,73.20,11.75,3.10,0.49,0.00,0.05,N/A,N/A,20.40,0.10,N/A,0.65
5518,Carpinus betulus,12.00,512.00,38.50,6.19,2.10,0.34,0.00,0.06,N/A,N/A,25.90,0.13,N/A,0.53
5519,Carpinus betulus,12.00,512.00,38.50,6.19,2.10,0.34,0.00,0.04,N/A,N/A,17.10,0.09,N/A,0.46
5520,Carpinus betulus,12.00,512.00,38.50,6.19,2.10,0.34,0.00,0.04,N/A,N/A,16.20,0.08,N/A,0.46
5521,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.04,N/A,N/A,15.10,0.08,N/A,0.38
5522,Carpinus betulus,8.00,178.35,17.00,2.73,1.30,0.21,0.00,0.01,N/A,N/A,3.90,0.02,N/A,0.24
5523,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.03,N/A,N/A,13.00,0.07,N/A,0.37
5524,Carpinus betulus,29.00,1411.68,264.80,42.54,6.40,1.03,0.40,0.82,N/A,N/A,340.40,1.75,N/A,3.60
5525,Carpinus betulus,26.00,1198.70,206.80,33.23,5.60,0.89,0.30,0.62,N/A,N/A,258.10,1.33,N/A,2.84
5526,Carpinus betulus,11.00,482.32,32.20,5.17,1.90,0.30,0.00,0.05,N/A,N/A,19.10,0.10,N/A,0.45
5527,Tilia x vulgaris,6.00,118.02,5.10,0.83,0.60,0.10,0.00,0.01,N/A,N/A,2.20,0.01,N/A,0.12
5528,Tilia x vulgaris,16.00,691.36,52.00,8.35,2.40,0.38,0.00,0.05,N/A,N/A,21.90,0.11,N/A,0.55
5529,Tilia x vulgaris,14.00,600.25,37.90,6.09,2.00,0.32,0.00,0.04,N/A,N/A,18.50,0.10,N/A,0.46
5530,Tilia x vulgaris,18.00,794.62,68.60,11.02,2.80,0.45,0.00,0.05,N/A,N/A,20.20,0.10,N/A,0.60
5531,Tilia x vulgaris,14.00,600.25,37.90,6.09,2.00,0.32,0.00,0.04,N/A,N/A,18.50,0.10,N/A,0.46
5532,Tilia x vulgaris,20.00,910.02,87.90,14.13,3.20,0.52,0.00,0.06,N/A,N/A,23.70,0.12,N/A,0.70
5533,Tilia x vulgaris,18.00,794.62,68.60,11.02,2.80,0.45,0.00,0.05,N/A,N/A,22.90,0.12,N/A,0.62
5534,Tilia x vulgaris,19.00,850.80,77.90,12.52,3.00,0.48,0.00,0.05,N/A,N/A,20.60,0.11,N/A,0.64
5535,Tilia x vulgaris,18.00,794.62,68.60,11.02,2.80,0.45,0.00,0.05,N/A,N/A,22.90,0.12,N/A,0.62
5536,Tilia x vulgaris,20.00,910.02,87.90,14.13,3.20,0.52,0.00,0.05,N/A,N/A,22.40,0.11,N/A,0.69
5537,Tilia x vulgaris,18.00,794.62,68.60,11.02,2.80,0.45,0.00,0.05,N/A,N/A,22.90,0.12,N/A,0.62
5538,Tilia x vulgaris,20.00,910.02,87.90,14.13,3.20,0.52,0.00,0.03,N/A,N/A,10.90,0.06,N/A,0.60
5539,Tilia x vulgaris,14.00,600.25,37.90,6.09,2.00,0.32,0.00,0.04,N/A,N/A,17.30,0.09,N/A,0.45
5540,Tilia x vulgaris,14.00,600.25,37.90,6.09,2.00,0.32,0.00,0.04,N/A,N/A,17.30,0.09,N/A,0.45
5541,Tilia x vulgaris,8.00,209.81,10.10,1.63,0.90,0.15,0.00,0.02,N/A,N/A,8.50,0.04,N/A,0.22
5542,Tilia x vulgaris,18.00,794.62,68.60,11.02,2.80,0.45,0.00,0.06,N/A,N/A,24.50,0.13,N/A,0.63
5543,Liriodendron tulipifera,12.00,522.41,22.40,3.59,1.80,0.30,0.00,0.04,N/A,N/A,18.00,0.09,N/A,0.43
5544,Prunus cerasifera,10.00,213.61,21.30,3.42,1.60,0.26,0.00,0.02,N/A,N/A,9.40,0.05,N/A,0.33
5545,Prunus cerasifera,12.00,499.72,33.10,5.33,2.10,0.34,0.00,0.03,N/A,N/A,10.60,0.05,N/A,0.42
5546,Prunus cerasifera,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.01,N/A,N/A,4.30,0.02,N/A,0.22
5547,Prunus cerasifera,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.01,N/A,N/A,4.00,0.02,N/A,0.22
5548,Prunus cerasifera,28.00,1132.95,260.90,41.92,7.00,1.13,0.20,0.41,N/A,N/A,172.40,0.89,N/A,2.43
5549,Prunus cerasifera,28.00,1132.95,260.90,41.92,7.00,1.13,0.20,0.40,N/A,N/A,165.70,0.85,N/A,2.38
5550,Prunus cerasifera,28.00,1132.95,260.90,41.92,7.00,1.13,0.10,0.26,N/A,N/A,109.80,0.56,N/A,1.96
5551,Prunus cerasifera,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.02,N/A,N/A,6.80,0.04,N/A,0.24
5554,Prunus cerasifera,32.00,1370.41,361.20,58.03,7.80,1.25,0.30,0.58,N/A,N/A,243.60,1.25,N/A,3.08
5555,Prunus cerasifera,20.00,753.01,115.00,18.47,4.40,0.70,0.20,0.32,N/A,N/A,133.30,0.69,N/A,1.71
5556,Prunus cerasifera,21.00,793.57,129.50,20.81,4.70,0.75,0.20,0.29,N/A,N/A,119.10,0.61,N/A,1.65
5557,Prunus cerasifera,12.00,499.72,33.10,5.33,2.10,0.34,0.00,0.07,N/A,N/A,27.50,0.14,N/A,0.55
5560,Liriodendron tulipifera,12.00,522.41,22.40,3.59,1.80,0.30,0.00,0.06,N/A,N/A,23.70,0.12,N/A,0.47
5561,Prunus cerasifera,7.00,104.67,8.90,1.43,1.00,0.16,0.00,0.01,N/A,N/A,4.60,0.02,N/A,0.19
5562,Prunus cerasifera,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.02,N/A,N/A,6.60,0.03,N/A,0.24
5564,Prunus cerasifera,12.00,499.72,33.10,5.33,2.10,0.34,0.10,0.16,N/A,N/A,67.60,0.35,N/A,0.85
5565,Prunus cerasifera,12.00,499.72,33.10,5.33,2.10,0.34,0.10,0.16,N/A,N/A,67.60,0.35,N/A,0.85
5567,Prunus cerasifera,28.00,1132.95,260.90,41.92,7.00,1.13,0.30,0.51,N/A,N/A,210.80,1.08,N/A,2.72
5569,Prunus cerasifera,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.01,N/A,N/A,4.40,0.02,N/A,0.22
5570,Prunus cerasifera,7.00,104.67,8.90,1.43,1.00,0.16,0.00,0.01,N/A,N/A,4.20,0.02,N/A,0.19
5571,Prunus cerasifera,28.00,1132.95,260.90,41.92,7.00,1.13,0.20,0.37,N/A,N/A,153.10,0.79,N/A,2.29
5572,Carpinus betulus,13.00,544.27,45.50,7.32,2.30,0.37,0.10,0.15,N/A,N/A,62.50,0.32,N/A,0.84
5573,Carpinus betulus,13.00,544.27,45.50,7.32,2.30,0.37,0.10,0.17,N/A,N/A,70.60,0.36,N/A,0.90
5574,Carpinus betulus,13.00,544.27,45.50,7.32,2.30,0.37,0.10,0.10,N/A,N/A,41.50,0.21,N/A,0.68
5575,Carpinus betulus,13.00,544.27,45.50,7.32,2.30,0.37,0.00,0.06,N/A,N/A,23.20,0.12,N/A,0.54
5576,Carpinus betulus,15.00,616.56,61.70,9.91,2.70,0.44,0.10,0.11,N/A,N/A,46.30,0.24,N/A,0.79
5577,Carpinus betulus,15.00,616.56,61.70,9.91,2.70,0.44,0.10,0.11,N/A,N/A,46.30,0.24,N/A,0.79
