Tree ID,Species Name,DBH,Replacement Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits"
,,(cm),(€),(kg),(€),(kg/yr),(€/yr),(m³/yr),(€/yr),(kg/yr),(€/yr),(g/yr),(€/yr),(€/yr),(€/yr)
14722,Aesculus hippocastanum,55.00,4072.96,1104.10,177.40,15.50,2.48,0.30,0.66,N/A,N/A,273.40,1.41,N/A,4.55
14723,Quercus robur,40.00,2896.76,498.60,80.11,10.00,1.61,0.40,0.85,N/A,N/A,353.30,1.82,N/A,4.27
14724,Pinus strobus,70.00,7467.93,898.90,144.43,12.50,2.00,0.30,0.58,N/A,N/A,242.30,1.25,N/A,3.83
14725,Quercus petraea,20.00,967.12,126.30,20.30,2.70,0.43,0.10,0.18,N/A,N/A,76.80,0.39,N/A,1.01
14726,Populus nigra,75.00,4215.44,1805.10,290.03,24.10,3.87,0.00,0.09,N/A,N/A,36.60,0.19,N/A,4.15
14727,Taxodium distichum,65.00,6974.67,893.60,143.58,12.40,2.00,0.20,0.46,N/A,N/A,193.10,0.99,N/A,3.45
14728,Acer pseudoplatanus,40.00,2403.11,526.70,84.63,9.20,1.47,0.10,0.22,N/A,N/A,90.60,0.47,N/A,2.15
14729,Acer pseudoplatanus,40.00,2403.11,526.70,84.63,9.20,1.47,0.10,0.23,N/A,N/A,97.30,0.50,N/A,2.20
14730,Acer pseudoplatanus,40.00,2403.11,541.60,87.02,9.30,1.50,0.20,0.31,N/A,N/A,130.90,0.67,N/A,2.49
14731,Acer pseudoplatanus,48.00,3317.33,806.30,129.54,11.70,1.88,0.10,0.26,N/A,N/A,107.50,0.55,N/A,2.69
14732,Acer negundo,80.00,4654.55,1922.20,308.83,22.50,3.61,0.20,0.42,N/A,N/A,176.90,0.91,N/A,4.95
14733,Platanus x hispanica,185.00,24350.61,7500.00,1205.00,8.10,1.31,1.10,2.02,N/A,N/A,842.90,4.33,N/A,7.66
14734,Platanus x hispanica,100.00,12670.90,5640.10,906.18,34.90,5.61,1.10,2.09,N/A,N/A,870.40,4.48,N/A,12.17
14735,Ulmus minor,95.00,10497.52,6695.20,1075.69,48.60,7.80,0.50,1.00,N/A,N/A,415.30,2.14,N/A,10.93
14736,Tilia x europaea,95.00,13228.99,7220.80,1160.14,51.50,8.27,0.90,1.67,N/A,N/A,695.10,3.57,N/A,13.51
14737,Picea abies,60.00,5279.67,1022.50,164.28,8.00,1.28,0.30,0.51,N/A,N/A,213.30,1.10,N/A,2.89
14738,Picea abies,27.00,1298.54,175.00,28.12,3.00,0.49,0.00,0.07,N/A,N/A,28.70,0.15,N/A,0.71
14739,Cedrus atlantica,48.00,4057.51,611.50,98.25,8.00,1.29,0.20,0.33,N/A,N/A,138.80,0.71,N/A,2.33
14740,Cedrus atlantica,60.00,6193.22,974.50,156.57,10.30,1.66,0.20,0.34,N/A,N/A,142.90,0.73,N/A,2.73
14741,Fagus sylvatica,55.00,5458.17,1308.40,210.22,11.80,1.90,0.60,1.13,N/A,N/A,472.00,2.43,N/A,5.46
14742,Magnolia grandiflora,38.00,2393.99,402.80,64.72,7.90,1.27,0.10,0.13,N/A,N/A,55.30,0.28,N/A,1.69
14743,Ulmus glabra,42.00,2513.38,519.80,83.52,12.00,1.93,0.20,0.39,N/A,N/A,162.30,0.83,N/A,3.15
14744,Fagus sylvatica,100.00,16052.55,5058.20,812.69,0.50,0.08,1.10,2.00,N/A,N/A,833.30,4.28,N/A,6.37
14745,Aesculus hippocastanum,100.00,11731.55,4532.70,728.25,17.40,2.79,1.00,1.93,N/A,N/A,805.60,4.14,N/A,8.87
14746,Cedrus atlantica,75.00,9530.27,1575.70,253.17,13.30,2.14,0.50,0.89,N/A,N/A,370.80,1.91,N/A,4.93
14747,Taxus baccata,28.00,1317.35,182.70,29.35,3.00,0.48,0.20,0.29,N/A,N/A,121.60,0.63,N/A,1.40
14748,Platanus x hispanica,95.00,11726.69,4982.80,800.58,36.50,5.86,0.80,1.57,N/A,N/A,654.60,3.37,N/A,10.80
14749,Picea abies,70.00,7082.33,1431.40,229.97,9.50,1.53,0.30,0.59,N/A,N/A,246.20,1.27,N/A,3.39
14750,Ulmus minor,42.00,2441.80,945.10,151.85,16.70,2.68,0.10,0.17,N/A,N/A,70.00,0.36,N/A,3.21
14751,Cedrus deodara,85.00,9351.80,2018.00,324.22,19.90,3.19,0.30,0.56,N/A,N/A,232.50,1.20,N/A,4.95
14752,Diospyros lotus,48.00,3300.11,1025.10,164.69,0.40,0.06,0.10,0.12,N/A,N/A,50.80,0.26,N/A,0.45
14753,Diospyros lotus,46.00,3057.44,915.40,147.08,1.50,0.25,0.10,0.20,N/A,N/A,84.20,0.43,N/A,0.88
14754,Diospyros lotus,46.00,3057.44,915.40,147.08,1.50,0.25,0.10,0.18,N/A,N/A,73.50,0.38,N/A,0.80
14755,Acer pseudoplatanus,64.00,5644.46,1415.80,227.48,15.90,2.55,0.20,0.40,N/A,N/A,168.20,0.87,N/A,3.82
14756,Acer pseudoplatanus,48.00,3317.33,765.30,122.96,11.20,1.81,0.20,0.38,N/A,N/A,157.20,0.81,N/A,2.99
14757,Diospyros lotus,27.00,1267.12,222.60,35.76,6.80,1.09,0.10,0.28,N/A,N/A,115.70,0.59,N/A,1.96
14758,Acer pseudoplatanus,53.00,3973.14,953.40,153.18,12.70,2.05,0.20,0.41,N/A,N/A,172.70,0.89,N/A,3.35
14759,Pinus nigra,34.00,1827.18,172.50,27.72,3.60,0.58,0.10,0.22,N/A,N/A,91.00,0.47,N/A,1.26
14760,Acer pseudoplatanus,42.00,2616.08,569.60,91.52,9.50,1.53,0.10,0.26,N/A,N/A,107.50,0.55,N/A,2.34
14761,Acer pseudoplatanus,29.00,1417.46,234.60,37.69,5.70,0.92,0.00,0.06,N/A,N/A,25.30,0.13,N/A,1.11
14762,Platanus x hispanica,110.00,14473.60,7083.70,1138.11,30.10,4.83,0.90,1.80,N/A,N/A,752.40,3.87,N/A,10.50
14763,Fagus sylvatica,41.00,3158.75,661.50,106.28,8.10,1.30,0.20,0.37,N/A,N/A,154.70,0.80,N/A,2.47
14764,Fagus sylvatica,58.00,6038.15,1479.30,237.67,12.70,2.04,0.20,0.35,N/A,N/A,144.70,0.74,N/A,3.13
14765,Ulmus glabra,105.00,12576.75,4681.50,752.16,31.70,5.09,0.80,1.59,N/A,N/A,661.40,3.40,N/A,10.07
14766,Platanus x hispanica,180.00,23892.16,7500.00,1205.00,8.10,1.31,1.40,2.72,N/A,N/A,1135.80,5.84,N/A,9.87
14767,Liriodendron tulipifera,85.00,11182.26,2545.10,408.92,29.20,4.69,0.80,1.62,N/A,N/A,673.90,3.46,N/A,9.77
14768,Taxus baccata,28.00,1317.35,170.60,27.40,2.90,0.46,0.10,0.15,N/A,N/A,62.50,0.32,N/A,0.93
14769,Robinia pseudoacacia,60.00,3414.61,987.80,158.71,16.50,2.65,0.20,0.41,N/A,N/A,170.70,0.88,N/A,3.93
14770,Acer pseudoplatanus,60.00,5000.34,1286.50,206.69,15.10,2.43,0.20,0.47,N/A,N/A,198.00,1.02,N/A,3.92
14771,Catalpa bignonioides,45.80,2395.13,296.10,47.58,5.90,0.96,0.20,0.45,N/A,N/A,187.20,0.96,N/A,2.37
14772,Alnus incana,60.00,4972.97,289.00,46.43,0.10,0.01,0.20,0.44,N/A,N/A,184.10,0.95,N/A,1.40
14773,Alnus incana,80.00,8420.07,513.80,82.55,0.10,0.01,0.30,0.49,N/A,N/A,202.40,1.04,N/A,1.54
14774,Populus nigra,57.00,2599.22,913.10,146.70,16.00,2.58,0.00,0.08,N/A,N/A,34.90,0.18,N/A,2.84
14775,Ligustrum lucidum,57.00,4519.90,991.80,159.35,12.50,2.00,0.10,0.25,N/A,N/A,105.10,0.54,N/A,2.79
14776,Taxus baccata,44.00,2817.55,455.30,73.15,5.00,0.80,0.10,0.18,N/A,N/A,73.30,0.38,N/A,1.35
14777,Taxus baccata,27.00,1245.72,157.70,25.34,2.70,0.44,0.10,0.15,N/A,N/A,61.70,0.32,N/A,0.91
14778,Taxus baccata,27.00,1245.72,157.60,25.31,2.70,0.44,0.10,0.14,N/A,N/A,58.10,0.30,N/A,0.88
14779,Taxus baccata,54.00,4093.77,712.10,114.41,6.40,1.03,0.10,0.15,N/A,N/A,60.70,0.31,N/A,1.48
14780,Acer pseudoplatanus,50.00,3571.86,848.90,136.39,12.00,1.92,0.20,0.35,N/A,N/A,146.70,0.75,N/A,3.03
14781,Taxus baccata,29.00,1391.58,183.80,29.53,3.00,0.48,0.10,0.14,N/A,N/A,59.60,0.31,N/A,0.93
14782,Populus nigra,130.50,9269.84,6954.90,1117.42,10.40,1.67,0.90,1.74,N/A,N/A,726.10,3.73,N/A,7.14
14783,Populus nigra,110.00,7574.29,4690.70,753.64,27.40,4.41,0.60,1.09,N/A,N/A,456.20,2.35,N/A,7.85
14784,Acer pseudoplatanus,31.00,1573.29,271.90,43.69,6.20,1.00,0.10,0.12,N/A,N/A,49.00,0.25,N/A,1.36
14785,Acer pseudoplatanus,31.00,1573.29,271.90,43.69,6.20,1.00,0.10,0.12,N/A,N/A,49.00,0.25,N/A,1.36
14786,Populus nigra,104.00,7032.12,4076.30,654.92,29.80,4.79,0.60,1.23,N/A,N/A,514.10,2.64,N/A,8.66
14787,Populus nigra,112.00,7750.37,4907.40,788.45,26.50,4.26,0.60,1.10,N/A,N/A,459.20,2.36,N/A,7.72
14788,Acer pseudoplatanus,29.00,1417.46,234.60,37.69,5.70,0.92,0.10,0.11,N/A,N/A,47.80,0.25,N/A,1.28
14789,Acer pseudoplatanus,36.00,2008.33,379.20,60.93,7.50,1.20,0.10,0.10,N/A,N/A,42.70,0.22,N/A,1.52
14790,Catalpa bignonioides,42.00,2068.35,240.50,38.64,5.30,0.85,0.10,0.12,N/A,N/A,48.50,0.25,N/A,1.21
14791,Taxus baccata,28.00,1317.35,171.60,27.57,2.90,0.47,0.10,0.10,N/A,N/A,41.10,0.21,N/A,0.78
14792,Acer pseudoplatanus,42.00,2616.08,544.00,87.40,9.20,1.48,0.10,0.14,N/A,N/A,57.90,0.30,N/A,1.92
14793,Cedrus deodara,80.00,8363.11,1768.80,284.18,18.40,2.96,0.30,0.66,N/A,N/A,273.80,1.41,N/A,5.02
14794,Cedrus libani,80.00,9478.59,3953.80,635.24,14.10,2.26,0.70,1.37,N/A,N/A,573.50,2.95,N/A,6.58
14795,Ginkgo biloba,42.00,3232.28,229.20,36.83,3.00,0.48,0.10,0.10,N/A,N/A,42.60,0.22,N/A,0.80
14796,Ginkgo biloba,75.00,9678.80,991.50,159.30,7.20,1.15,0.40,0.79,N/A,N/A,328.80,1.69,N/A,3.63
14797,Ginkgo biloba,60.00,6297.76,564.30,90.66,5.10,0.82,0.10,0.14,N/A,N/A,57.90,0.30,N/A,1.26
14798,Populus nigra,150.00,10654.88,7500.00,1205.00,8.10,1.31,1.60,3.10,N/A,N/A,1294.00,6.65,N/A,11.06
14799,Platanus x hispanica,90.00,10753.90,4369.90,702.09,36.50,5.86,0.50,0.97,N/A,N/A,406.60,2.09,N/A,8.92
14800,Acer pseudoplatanus,50.00,3571.86,892.40,143.37,12.40,1.99,0.30,0.58,N/A,N/A,240.90,1.24,N/A,3.81
14801,Taxodium distichum,28.00,1511.62,128.30,20.61,4.10,0.66,0.00,0.08,N/A,N/A,31.80,0.16,N/A,0.90
14802,Taxus baccata,40.00,2379.99,428.80,68.89,4.90,0.79,0.50,0.88,N/A,N/A,365.10,1.88,N/A,3.54
14803,Pinus nigra,60.00,5068.85,645.70,103.74,7.80,1.25,0.10,0.23,N/A,N/A,96.40,0.50,N/A,1.97
14804,Pinus strobus,70.00,7467.93,896.90,144.11,12.50,2.00,0.20,0.36,N/A,N/A,152.20,0.78,N/A,3.15
14805,Populus nigra,90.00,5685.82,2841.40,456.52,31.70,5.09,0.10,0.11,N/A,N/A,44.90,0.23,N/A,5.43
14806,Populus nigra,95.00,6179.70,3251.40,522.40,32.00,5.14,0.10,0.10,N/A,N/A,40.50,0.21,N/A,5.44
14807,Aesculus hippocastanum,5.00,66.75,3.20,0.52,0.50,0.08,0.00,0.01,N/A,N/A,2.60,0.01,N/A,0.10
14808,Aesculus hippocastanum,5.00,66.75,3.20,0.52,0.50,0.08,0.00,0.01,N/A,N/A,3.40,0.02,N/A,0.10
14809,Aesculus hippocastanum,5.00,66.75,3.20,0.52,0.50,0.08,0.00,0.01,N/A,N/A,3.40,0.02,N/A,0.10
14810,Aesculus hippocastanum,5.00,66.75,3.20,0.52,0.50,0.08,0.00,0.01,N/A,N/A,2.60,0.01,N/A,0.10
14811,Aesculus hippocastanum,55.00,4072.96,1096.50,176.16,15.40,2.47,0.30,0.49,N/A,N/A,202.40,1.04,N/A,4.00
14812,Aesculus hippocastanum,50.00,3423.65,867.70,139.42,13.40,2.15,0.30,0.61,N/A,N/A,254.10,1.31,N/A,4.06
14813,Aesculus hippocastanum,12.00,509.80,25.40,4.09,1.60,0.26,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.29
14814,Aesculus hippocastanum,12.00,509.80,25.40,4.09,1.60,0.26,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.29
14815,Aesculus hippocastanum,12.00,509.80,25.40,4.09,1.60,0.26,0.00,0.01,N/A,N/A,4.70,0.02,N/A,0.29
14816,Aesculus hippocastanum,12.00,509.80,25.40,4.09,1.60,0.26,0.00,0.01,N/A,N/A,3.90,0.02,N/A,0.29
14817,Platanus x hispanica,178.30,23724.96,7500.00,1205.00,8.10,1.31,1.90,3.56,N/A,N/A,1484.70,7.63,N/A,12.50
14818,Ulmus glabra,35.00,1846.76,335.70,53.93,9.30,1.49,0.10,0.15,N/A,N/A,62.30,0.32,N/A,1.96
14819,Ulmus glabra,35.00,1846.76,335.70,53.93,9.30,1.49,0.10,0.19,N/A,N/A,80.80,0.42,N/A,2.10
14820,Platanus x hispanica,159.20,21672.43,7500.00,1205.00,0.30,0.04,1.80,3.49,N/A,N/A,1455.10,7.48,N/A,11.01
14821,Ostrya carpinifolia,60.00,4972.97,1751.80,281.46,21.90,3.52,0.20,0.29,N/A,N/A,121.90,0.63,N/A,4.44
14822,Ulmus glabra,58.00,4492.23,1127.50,181.15,18.80,3.02,0.60,1.09,N/A,N/A,454.00,2.33,N/A,6.44
14823,Platanus x hispanica,159.20,21672.43,7500.00,1205.00,0.30,0.04,1.40,2.69,N/A,N/A,1120.60,5.76,N/A,8.49
14824,Taxus baccata,52.00,3817.69,701.90,112.78,6.40,1.02,0.50,0.93,N/A,N/A,387.60,1.99,N/A,3.94
14825,Taxus baccata,52.00,3817.69,705.30,113.31,6.40,1.02,0.60,1.12,N/A,N/A,468.40,2.41,N/A,4.55
14826,Ligustrum lucidum,45.00,2939.98,590.10,94.81,9.20,1.48,0.30,0.65,N/A,N/A,273.30,1.41,N/A,3.54
14827,Taxus baccata,28.00,1317.35,193.10,31.03,3.00,0.48,0.50,0.90,N/A,N/A,376.40,1.94,N/A,3.32
14828,Platanus x hispanica,184.60,24316.77,7500.00,1205.00,8.10,1.31,1.90,3.53,N/A,N/A,1473.20,7.57,N/A,12.41
14829,Ligustrum lucidum,45.00,2939.98,590.10,94.81,9.20,1.48,0.30,0.65,N/A,N/A,273.30,1.41,N/A,3.54
14830,Liquidambar styraciflua,37.00,2337.95,225.00,36.15,6.10,0.98,0.30,0.49,N/A,N/A,205.50,1.06,N/A,2.53
14831,Alnus incana,37.00,2093.22,109.90,17.66,1.10,0.18,0.20,0.31,N/A,N/A,127.40,0.65,N/A,1.14
14832,Betula pendula,12.00,508.96,27.90,4.49,2.40,0.38,0.00,0.03,N/A,N/A,14.50,0.07,N/A,0.49
14833,Quercus petraea,17.00,777.21,91.90,14.76,2.30,0.37,0.00,0.04,N/A,N/A,16.80,0.09,N/A,0.49
14834,Tilia x europaea,44.00,3242.42,1175.90,188.92,19.50,3.13,0.20,0.38,N/A,N/A,158.00,0.81,N/A,4.32
14835,Quercus ilex,26.00,1405.59,243.90,39.19,6.50,1.04,0.20,0.30,N/A,N/A,126.70,0.65,N/A,2.00
14836,Liquidambar styraciflua,29.00,1554.33,123.30,19.82,4.20,0.68,0.10,0.14,N/A,N/A,58.10,0.30,N/A,1.12
14837,Tilia x europaea,75.00,8844.12,4135.20,664.39,40.10,6.45,0.70,1.40,N/A,N/A,585.00,3.01,N/A,10.86
14838,Ginkgo biloba,60.00,6297.76,564.30,90.66,5.10,0.82,0.30,0.60,N/A,N/A,249.80,1.28,N/A,2.70
14839,Aesculus hippocastanum,80.00,8086.97,2850.40,457.96,27.40,4.41,0.50,1.00,N/A,N/A,415.30,2.14,N/A,7.54
14840,Aesculus hippocastanum,80.00,8086.97,2850.40,457.96,27.40,4.41,0.60,1.13,N/A,N/A,473.00,2.43,N/A,7.97
14841,Aesculus hippocastanum,80.00,8086.97,2863.80,460.11,27.50,4.42,0.60,1.17,N/A,N/A,488.60,2.51,N/A,8.11
14842,Sophora japonica,47.00,3177.48,516.00,82.90,8.40,1.34,0.10,0.13,N/A,N/A,55.20,0.28,N/A,1.76
14843,Sophora japonica,47.00,3177.48,516.00,82.90,8.40,1.34,0.20,0.34,N/A,N/A,143.10,0.74,N/A,2.42
14844,Liquidambar styraciflua,27.00,1388.11,103.40,16.62,3.80,0.61,0.00,0.09,N/A,N/A,37.10,0.19,N/A,0.89
14845,Liquidambar styraciflua,32.00,1825.92,157.20,25.26,4.90,0.79,0.10,0.13,N/A,N/A,53.40,0.27,N/A,1.19
14846,Ginkgo biloba,29.00,1691.20,89.90,14.45,1.70,0.27,0.10,0.10,N/A,N/A,42.10,0.22,N/A,0.59
14847,Liquidambar styraciflua,31.00,1732.42,145.40,23.36,4.70,0.75,0.00,0.09,N/A,N/A,36.00,0.19,N/A,1.02
14848,Liquidambar styraciflua,33.00,1922.39,169.60,27.25,5.10,0.83,0.10,0.10,N/A,N/A,42.30,0.22,N/A,1.14
14849,Liquidambar styraciflua,31.00,1732.42,145.40,23.36,4.70,0.75,0.10,0.10,N/A,N/A,43.70,0.22,N/A,1.08
14850,Liquidambar styraciflua,33.00,1922.39,169.60,27.25,5.10,0.83,0.10,0.12,N/A,N/A,50.90,0.26,N/A,1.21
14851,Populus nigra,180.00,12356.02,7500.00,1205.00,8.10,1.31,0.70,1.41,N/A,N/A,586.60,3.02,N/A,5.73
14852,Ulmus glabra,70.00,6391.92,1770.10,284.40,24.40,3.93,0.20,0.39,N/A,N/A,161.20,0.83,N/A,5.14
14853,Acer campestre,72.00,8104.65,1879.70,302.00,0.30,0.05,0.60,1.18,N/A,N/A,494.20,2.54,N/A,3.77
14854,Platanus x hispanica,29.00,1447.87,268.10,43.08,7.10,1.14,0.10,0.18,N/A,N/A,76.30,0.39,N/A,1.71
14855,Platanus x hispanica,160.00,21772.64,7500.00,1205.00,0.30,0.04,1.20,2.34,N/A,N/A,977.70,5.03,N/A,7.41
14856,Platanus x hispanica,150.00,20541.42,7500.00,1205.00,0.30,0.04,1.10,2.03,N/A,N/A,845.80,4.35,N/A,6.42
14857,Platanus x hispanica,41.00,2573.34,630.40,101.28,11.80,1.89,0.20,0.32,N/A,N/A,135.60,0.70,N/A,2.91
14858,Platanus x hispanica,28.00,1371.50,245.90,39.51,6.70,1.08,0.10,0.17,N/A,N/A,69.40,0.36,N/A,1.60
14859,Liquidambar styraciflua,27.00,1388.11,103.40,16.62,3.80,0.61,0.00,0.06,N/A,N/A,25.10,0.13,N/A,0.80
14860,Platanus x hispanica,140.00,19195.91,7500.00,1205.00,0.70,0.11,1.80,3.33,N/A,N/A,1390.70,7.15,N/A,10.59
14861,Liquidambar styraciflua,25.00,1233.76,85.60,13.76,3.40,0.55,0.00,0.05,N/A,N/A,22.80,0.12,N/A,0.72
14862,Tilia x europaea,105.00,15336.82,7500.00,1205.00,9.10,1.46,1.20,2.29,N/A,N/A,955.80,4.91,N/A,8.66
14863,Tilia x europaea,18.00,794.62,142.90,22.96,5.80,0.94,0.10,0.14,N/A,N/A,59.20,0.30,N/A,1.38
14864,Tilia x europaea,52.00,4408.62,1743.50,280.13,24.40,3.93,0.40,0.83,N/A,N/A,345.40,1.78,N/A,6.53
14865,Tilia x europaea,6.00,118.02,10.70,1.72,1.30,0.22,0.00,0.06,N/A,N/A,23.50,0.12,N/A,0.39
14866,Sophora japonica,38.00,2190.03,306.60,49.26,6.10,0.98,0.40,0.76,N/A,N/A,316.80,1.63,N/A,3.37
14867,Sophora japonica,34.00,1818.28,233.90,37.58,5.20,0.83,0.10,0.27,N/A,N/A,110.80,0.57,N/A,1.67
14868,Sophora japonica,24.00,1069.62,101.30,16.28,3.10,0.50,0.20,0.30,N/A,N/A,126.10,0.65,N/A,1.45
14869,Sophora japonica,32.00,1647.90,202.00,32.45,4.70,0.76,0.20,0.31,N/A,N/A,129.90,0.67,N/A,1.74
14870,Quercus petraea,18.00,837.09,102.70,16.51,2.40,0.39,0.20,0.29,N/A,N/A,122.10,0.63,N/A,1.31
14871,Picea abies,42.00,2733.74,463.40,74.45,5.20,0.84,0.10,0.14,N/A,N/A,59.50,0.31,N/A,1.29
14872,Quercus robur,42.00,3163.82,549.50,88.29,10.50,1.69,0.40,0.67,N/A,N/A,279.90,1.44,N/A,3.80
14873,Picea abies,18.00,736.94,71.80,11.53,1.90,0.30,0.00,0.01,N/A,N/A,4.60,0.02,N/A,0.33
14874,Tilia x europaea,46.00,3515.75,1305.80,209.80,20.70,3.33,0.60,1.15,N/A,N/A,478.90,2.46,N/A,6.94
14875,Prunus avium,18.00,677.81,89.00,14.29,3.80,0.60,0.00,0.03,N/A,N/A,13.30,0.07,N/A,0.70
14876,Prunus avium,18.00,677.81,89.00,14.29,3.80,0.60,0.00,0.04,N/A,N/A,15.00,0.08,N/A,0.72
14877,Prunus avium,18.00,677.81,89.00,14.29,3.80,0.60,0.00,0.04,N/A,N/A,15.00,0.08,N/A,0.72
14878,Prunus avium,18.00,677.81,89.00,14.29,3.80,0.60,0.00,0.03,N/A,N/A,14.10,0.07,N/A,0.71
14879,Tilia x europaea,41.00,2855.20,995.50,159.94,17.70,2.85,0.40,0.76,N/A,N/A,315.10,1.62,N/A,5.22
14880,Tilia x europaea,41.00,2855.20,995.50,159.94,17.70,2.85,0.40,0.76,N/A,N/A,315.10,1.62,N/A,5.22
14881,Acer pseudoplatanus,24.00,1073.33,147.50,23.69,4.40,0.70,0.10,0.13,N/A,N/A,53.00,0.27,N/A,1.10
14882,Acer pseudoplatanus,24.00,1073.33,147.50,23.69,4.40,0.70,0.10,0.12,N/A,N/A,49.30,0.25,N/A,1.07
14883,Quercus rubra,24.00,1190.27,147.20,23.65,4.60,0.74,0.10,0.16,N/A,N/A,65.40,0.34,N/A,1.24
14884,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,30.90,0.16,N/A,0.73
14885,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,29.00,0.15,N/A,0.72
14886,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,30.90,0.16,N/A,0.73
14887,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.08,N/A,N/A,32.80,0.17,N/A,0.75
14888,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.06,N/A,N/A,27.10,0.14,N/A,0.71
14889,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,30.90,0.16,N/A,0.73
14890,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,29.00,0.15,N/A,0.72
14891,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,29.00,0.15,N/A,0.72
14892,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.06,N/A,N/A,27.10,0.14,N/A,0.71
14893,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,30.90,0.16,N/A,0.73
14894,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.08,N/A,N/A,32.80,0.17,N/A,0.75
14895,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,30.90,0.16,N/A,0.73
14896,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,30.90,0.16,N/A,0.73
14897,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,30.90,0.16,N/A,0.73
14898,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,29.00,0.15,N/A,0.72
14899,Fagus sylvatica,20.00,967.12,124.30,19.98,3.10,0.50,0.00,0.07,N/A,N/A,29.00,0.15,N/A,0.72
14900,Acer palmatum,50.00,4065.91,708.80,113.89,0.20,0.03,0.30,0.67,N/A,N/A,277.50,1.43,N/A,2.12
14901,Populus alba,68.00,3814.09,1415.10,227.36,20.80,3.35,0.20,0.41,N/A,N/A,169.60,0.87,N/A,4.63
14902,Populus alba,78.00,4803.33,1990.00,319.73,25.60,4.11,0.20,0.46,N/A,N/A,191.30,0.98,N/A,5.55
14903,Populus alba,66.00,3615.21,1314.00,211.11,19.90,3.20,0.20,0.43,N/A,N/A,180.30,0.93,N/A,4.56
14904,Prunus avium,24.00,927.15,179.30,28.80,5.70,0.91,0.10,0.17,N/A,N/A,72.10,0.37,N/A,1.45
14905,Prunus avium,24.00,927.15,179.30,28.80,5.70,0.91,0.10,0.16,N/A,N/A,67.70,0.35,N/A,1.42
14906,Prunus avium,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.01,N/A,N/A,5.60,0.03,N/A,0.23
14907,Tilia x europaea,25.00,1251.68,310.00,49.81,9.10,1.46,0.10,0.23,N/A,N/A,98.00,0.50,N/A,2.20
14908,Tilia x europaea,25.00,1251.68,310.00,49.81,9.10,1.46,0.10,0.20,N/A,N/A,85.20,0.44,N/A,2.10
14909,Tilia x europaea,28.00,1493.12,405.00,65.07,10.60,1.70,0.10,0.23,N/A,N/A,95.40,0.49,N/A,2.42
14910,Malus floribunda,15.00,616.56,51.40,8.26,2.60,0.42,0.00,0.02,N/A,N/A,6.70,0.03,N/A,0.47
14911,Malus floribunda,15.00,616.56,51.40,8.26,2.60,0.42,0.00,0.01,N/A,N/A,5.90,0.03,N/A,0.47
14912,Tilia x europaea,15.00,644.29,93.00,14.94,4.60,0.73,0.00,0.03,N/A,N/A,11.10,0.06,N/A,0.82
14913,Tilia x europaea,22.00,1037.57,229.40,36.85,7.60,1.23,0.10,0.13,N/A,N/A,52.40,0.27,N/A,1.62
14914,Tilia x europaea,25.00,1251.68,310.00,49.81,9.10,1.46,0.10,0.17,N/A,N/A,71.20,0.37,N/A,2.00
14915,Tilia x europaea,25.00,1251.68,310.00,49.81,9.10,1.46,0.10,0.17,N/A,N/A,71.20,0.37,N/A,2.00
14916,Tilia x europaea,29.00,1579.67,440.00,70.69,11.10,1.78,0.10,0.15,N/A,N/A,62.10,0.32,N/A,2.25
14917,Tilia x europaea,28.00,1493.12,405.00,65.07,10.60,1.70,0.10,0.18,N/A,N/A,74.20,0.38,N/A,2.26
14918,Tilia x europaea,28.00,1493.12,405.00,65.07,10.60,1.70,0.10,0.18,N/A,N/A,74.20,0.38,N/A,2.26
14919,Tilia x europaea,34.00,2058.00,640.20,102.86,13.80,2.21,0.10,0.15,N/A,N/A,61.20,0.31,N/A,2.67
