,Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
11328,14198,Prunus avium,26,1026.09,217.8,35,6.3,1.02,0,0.09,,,36.1,0.19,,1.29,16.9,3,0.9,4,12.6,24.9,1.9,46.0783448426619,11.0449343813445
11329,14199,Cupressus sempervirens,24,1046.48,182,29.24,4.7,0.75,0,0.01,,,5.8,0.03,,0.79,12.4,10,3,1,0.8,4,0.9,46.0782608263818,11.0449712917875
11330,14200,Prunus avium,26,1026.09,217.8,35,6.3,1.02,0,0.09,,,36.1,0.19,,1.29,16.9,3,0.9,4,12.6,24.9,1.9,46.0783826966748,11.0450211866715
11331,14201,Prunus avium,26,1026.09,217.8,35,6.3,1.02,0,0.09,,,36.1,0.19,,1.29,16.9,3,0.9,4,12.6,24.9,1.9,46.078427878341,11.0450802383375
11332,14202,Prunus avium,26,1026.09,217.8,35,6.3,1.02,0,0.07,,,29.9,0.15,,1.24,16.9,3,0.9,4,12.6,20.6,1.6,46.0784640166744,11.0451577450045
11333,14203,Cupressus sempervirens,50,3552.03,813.9,130.77,0.2,0.03,0.4,0.73,,,303.1,1.56,,2.32,0.6,10,3,8,50.3,208.9,49,46.0785766705489,11.0452275133964
11334,14204,Cupressus arizonica,52,3817.69,1951.7,313.57,23.1,3.72,0.2,0.31,,,129.9,0.67,,4.7,61.7,10,3,6,28.3,89.5,21,46.0785432502587,11.0453128345314
11335,14205,Cupressus sempervirens,50,3552.03,813.9,130.77,0.2,0.03,0.4,0.73,,,303.1,1.56,,2.32,0.6,10,3,8,50.3,208.9,49,46.0785224506808,11.0453515648404
11336,14206,Cupressus arizonica,48,3296.79,1664.7,267.46,21.4,3.43,0.2,0.34,,,143.8,0.74,,4.52,56.9,10,3,6,28.3,99.1,23.2,46.0784887572598,11.0454228148914
11337,14207,Pinus nigra,48,3349.86,392.1,63,5.8,0.93,0.2,0.39,,,164.5,0.85,,2.17,15.5,14,4.2,6,28.3,113.4,10.9,46.0784370466743,11.0452782316714
11338,14208,Pinus nigra,34,1827.18,182.4,29.31,3.7,0.6,0.2,0.42,,,176,0.9,,1.93,9.9,14,4.2,6,28.3,121.3,11.7,46.0784284433405,11.0452703466714
11339,14209,Pinus nigra,34,1827.18,182.1,29.26,3.7,0.6,0.2,0.4,,,165.9,0.85,,1.85,9.9,14,4.2,6,28.3,114.4,11,46.078420088341,11.0452449583375
11340,14210,Pinus nigra,44,2861.75,323.6,51.99,5.2,0.83,0.2,0.46,,,192.8,0.99,,2.29,13.8,14,4.2,6,28.3,132.9,12.8,46.0783843183406,11.0451804400044
11341,14211,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.7,0.02,,0.33,5.1,3,0.9,1,0.8,2.5,0.6,46.0784883066748,11.0452254083375
11342,14212,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,2.8,0.01,,0.33,5.1,3,0.9,1,0.8,1.9,0.5,46.078549700008,11.0451439950044
11343,14213,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.7,0.02,,0.33,5.1,3,0.9,1,0.8,2.5,0.6,46.07861025082,11.0450717674794
11344,14214,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,3,0.02,,0.33,5.1,3,0.9,1,0.8,2.1,0.5,46.0783347886323,11.0457560361134
11345,14215,Cupressus sempervirens,10,270.44,33.8,5.42,1.9,0.31,0,0.01,,,3.3,0.02,,0.33,5.1,3,0.9,1,0.8,2.2,0.5,46.0783908165275,11.0457756027504
11346,14216,Cupressus sempervirens,10,270.44,33.8,5.42,1.9,0.31,0,0.01,,,3.3,0.02,,0.33,5.1,3,0.9,1,0.8,2.2,0.5,46.078453401686,11.0457851606025
11347,14217,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,2.8,0.01,,0.33,5.1,3,0.9,1,0.8,1.9,0.5,46.0784877075265,11.0458217801924
11348,14218,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.5,0.02,,0.33,5.1,3,0.9,1,0.8,2.4,0.6,46.0785184543461,11.0458564090224
11349,14219,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.7,0.02,,0.33,5.1,3,0.9,1,0.8,2.5,0.6,46.0785564395707,11.0458881259314
11350,14220,Cupressus sempervirens,10,270.44,33.8,5.42,1.9,0.31,0,0.01,,,3.3,0.02,,0.33,5.1,3,0.9,1,0.8,2.2,0.5,46.0785928956394,11.0459273476174
11351,14221,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.01,,,4.2,0.02,,0.21,3,3,0.9,1,0.8,2.9,0.2,46.078665335896,11.0458982482894
11352,14222,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.7,0.02,,0.33,5.1,3,0.9,1,0.8,2.5,0.6,46.078290291992,11.0456553125664
11353,14223,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,3,0.02,,0.33,5.1,3,0.9,1,0.8,2.1,0.5,46.0782871504649,11.0457733100204
11354,14224,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.7,0.02,,0.33,5.1,3,0.9,1,0.8,2.5,0.6,46.0782266400839,11.0458018892564
11355,14225,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,3,0.02,,0.33,5.1,3,0.9,1,0.8,2.1,0.5,46.0781678116471,11.0458216262644
11356,14226,Cupressus sempervirens,10,270.44,33.8,5.42,1.9,0.31,0,0.01,,,3.3,0.02,,0.33,5.1,3,0.9,1,0.8,2.2,0.5,46.0781300665285,11.0458415852875
11357,14227,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,3,0.02,,0.33,5.1,3,0.9,1,0.8,2.1,0.5,46.0780738601114,11.0458651819624
11358,14228,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,3,0.02,,0.33,5.1,3,0.9,1,0.8,2.1,0.5,46.0780580034132,11.0457908830624
11359,14229,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.7,0.02,,0.33,5.1,3,0.9,1,0.8,2.5,0.6,46.0780448791513,11.0457297696144
11360,14230,Cupressus sempervirens,10,270.44,33.8,5.43,1.9,0.31,0,0.01,,,3.7,0.02,,0.33,5.1,3,0.9,1,0.8,2.5,0.6,46.0781451016747,11.0456553300044
11361,14231,Cupressus sempervirens,10,270.44,33.7,5.42,1.9,0.31,0,0.01,,,2.8,0.01,,0.33,5.1,3,0.9,1,0.8,1.9,0.5,46.0781707050076,11.0456424350044
11362,14232,Celtis australis,34,1891.63,71.1,11.43,1.4,0.23,0.1,0.14,,,57.9,0.3,,0.67,3.9,6,1.8,5,19.6,39.9,2.4,46.0718103728355,11.0565799218475
11363,14233,Picea abies,32,1707.61,263.5,42.34,3.8,0.6,0.2,0.47,,,197.7,1.02,,2.09,10,9,2.7,8,50.3,136.3,22.7,46.0718322666751,11.0565908016715
11364,14234,Tilia x europaea,28,1493.12,405,65.07,10.6,1.7,0.2,0.3,,,126.4,0.65,,2.65,28.2,7,2.1,6,28.3,87.1,4.1,46.0718822850079,11.0565397533375
11365,14235,Tilia x europaea,21,972.28,205.5,33.02,7.2,1.15,0.1,0.1,,,43.7,0.22,,1.48,19.1,6,1.8,4,12.6,30.1,1.4,46.070819525008,11.0590383150046
11366,14236,Tilia x europaea,16,691.36,108.2,17.39,5,0.8,0.1,0.1,,,39.7,0.2,,1.1,13.3,6,1.8,4,12.6,27.4,1.3,46.0707394466747,11.0590017833376
11367,14237,Tilia x europaea,21,972.28,205.5,33.02,7.2,1.15,0,0.09,,,38.7,0.2,,1.44,19.1,6,1.8,4,12.6,26.7,1.2,46.0706595250073,11.0589843166716
11368,14238,Tilia x europaea,21,972.28,205.5,33.02,7.2,1.15,0.1,0.1,,,43.7,0.22,,1.48,19.1,6,1.8,4,12.6,30.1,1.4,46.0705768300079,11.0589712283376
11369,14239,Tilia x europaea,21,972.28,205.5,33.02,7.2,1.15,0,0.09,,,38.7,0.2,,1.44,19.1,6,1.8,4,12.6,26.7,1.2,46.0704826466745,11.0589227716716
11370,14240,Tilia x europaea,21,972.28,205.5,33.02,7.2,1.15,0.1,0.1,,,43.7,0.22,,1.48,19.1,6,1.8,4,12.6,30.1,1.4,46.0703901233406,11.0589033366716
11371,14241,Tilia x europaea,28,1493.12,405,65.07,10.6,1.7,0.1,0.12,,,48.4,0.25,,2.06,28.2,6,1.8,4,12.6,33.4,1.6,46.0701283533411,11.0588347516715
11372,14242,Tilia x europaea,30,1669.27,476.6,76.57,11.6,1.87,0.1,0.12,,,49.5,0.25,,2.24,31,8,2.4,4,12.6,34.1,1.6,46.0700274166671,11.0588172988145
11373,14243,Tilia x europaea,30,1669.27,476.6,76.57,11.6,1.87,0.1,0.11,,,46.3,0.24,,2.22,31,8,2.4,4,12.6,31.9,1.5,46.0699361334613,11.0588063743626
11374,14244,Tilia x europaea,30,1669.27,476.6,76.57,11.6,1.87,0.1,0.13,,,56,0.29,,2.29,31,8,2.4,4,12.6,38.6,1.8,46.0698541912895,11.0587934049475
11375,14245,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0,0.09,,,36.9,0.19,,1.29,16.8,8,2.4,4,12.6,25.4,1.7,46.0700417966154,11.0589141706395
11376,14246,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0,0.09,,,36.9,0.19,,1.29,16.8,8,2.4,4,12.6,25.4,1.7,46.0700775512732,11.0588968952106
11377,14247,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0.1,0.11,,,47.9,0.25,,1.37,16.8,8,2.4,4,12.6,33,2.2,46.0700809943783,11.0589171774165
11378,14248,Tilia x europaea,30,1669.27,476.6,76.57,11.6,1.87,0.1,0.12,,,49.5,0.25,,2.24,31,8,2.4,4,12.6,34.1,1.6,46.0702111599546,11.0588778175835
11379,14249,Fagus,30,1847.19,550.8,88.49,13.3,2.13,0.1,0.1,,,40.1,0.21,,2.43,35.4,8,2.4,4,12.6,27.6,1.4,46.0702695500075,11.0591331883376
11380,14250,Fagus,30,1847.19,550.8,88.49,13.3,2.13,0.1,0.11,,,45.3,0.23,,2.47,35.4,8,2.4,4,12.6,31.2,1.6,46.0702736133409,11.0592372450046
11381,14251,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.06,,,25.1,0.13,,1.15,16,6,1.8,4,12.6,17.3,1.3,46.0703999516743,11.0592310916715
11382,14252,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.08,,,32.6,0.17,,1.21,16,6,1.8,4,12.6,22.5,1.7,46.0704925300075,11.0593562550046
11383,14253,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.08,,,32.6,0.17,,1.21,16,6,1.8,4,12.6,22.5,1.7,46.0705452850075,11.0593793933376
11384,14254,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.08,,,32.6,0.17,,1.21,16,6,1.8,4,12.6,22.5,1.7,46.0705917000076,11.0593937550046
11385,14255,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.08,,,32.6,0.17,,1.21,16,6,1.8,4,12.6,22.5,1.7,46.0706461116748,11.0593689083376
11386,14256,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.06,,,25.1,0.13,,1.15,16,6,1.8,4,12.6,17.3,1.3,46.0706745166746,11.0592695516715
11387,14257,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.08,,,32.6,0.17,,1.21,16,6,1.8,4,12.6,22.5,1.7,46.0705285250079,11.0591282733376
11388,14258,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.07,,,30.7,0.16,,1.19,16,6,1.8,4,12.6,21.2,1.6,46.0704549150075,11.0591260466716
11389,14259,Prunus avium,25,975.63,198,31.81,6,0.96,0,0.08,,,32.6,0.17,,1.21,16,6,1.8,4,12.6,22.5,1.7,46.070410061675,11.0591942550046
11390,14260,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0.1,0.11,,,47.9,0.25,,1.37,16.8,8,2.4,4,12.6,33,2.2,46.0708407416744,11.0591273416716
11391,14261,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0,0.09,,,36.9,0.19,,1.29,16.8,8,2.4,4,12.6,25.4,1.7,46.070857723746,11.0591015463827
11392,14262,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0.1,0.11,,,47.9,0.25,,1.37,16.8,8,2.4,4,12.6,33,2.2,46.0708673209232,11.0591189684996
11393,14263,Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,0.1,0.2,,,83.5,0.43,,3.46,46.9,10,3,4,12.6,57.5,4,46.0653174950081,11.1544278366727
11394,14264,Aesculus hippocastanum,48,3181.24,791.3,127.13,12.6,2.03,0.1,0.14,,,59.4,0.31,,2.48,33.7,10,3,4,12.6,41,2.9,46.065282065008,11.1544830566727
11395,14265,Aesculus hippocastanum,60,4784.1,1349.3,216.78,17.5,2.8,0.1,0.18,,,74,0.38,,3.36,46.5,8,2.4,4,12.6,51,3.6,46.0653247533404,11.1544595333387
11396,14266,Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,0.1,0.18,,,73.9,0.38,,3.38,46.9,10,3,4,12.6,50.9,3.6,46.0652988116747,11.1545204250058
11397,14267,Carpinus betulus,50,3553.1,930.2,149.45,0.3,0.05,0.1,0.16,,,65.4,0.34,,0.54,0.8,10,3,4,12.6,45.1,2.7,46.0651722183404,11.1544395033387
11398,14268,Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,0.1,0.2,,,83.5,0.43,,3.46,46.9,10,3,4,12.6,57.5,4,46.0654765764267,11.1545175893897
11399,14269,Fagus sylvatica,45,3747.29,821.4,131.98,9.1,1.47,0.1,0.22,,,92.7,0.48,,2.17,24.4,10,3,5,19.6,63.9,3.2,46.0653906016746,11.1544588700057
11400,14270,Parrotia persica,10,278.67,20.2,3.24,1.1,0.17,0,0.01,,,3.1,0.02,,0.19,2.8,3,0.9,1,0.8,2.1,0.1,46.0652713916746,11.1546747116727
11401,14271,Betula pendula,15,607.47,48.4,7.78,3.3,0.52,0,0.02,,,7.8,0.04,,0.58,8.7,5,1.5,2,3.1,5.4,0.3,46.0654032066749,11.1547405716727
11402,14272,Betula pendula,15,607.47,48.4,7.78,3.3,0.52,0,0.02,,,9.4,0.05,,0.59,8.7,5,1.5,2,3.1,6.5,0.4,46.0654250983408,11.1547686583388
11403,14273,Betula pendula,15,607.47,48.4,7.78,3.3,0.52,0,0.02,,,7.2,0.04,,0.58,8.7,5,1.5,2,3.1,5,0.3,46.0654206216746,11.1547845700058
11404,14274,Cedrus deodara,55,4188.74,824.3,132.44,12.1,1.95,0.4,0.8,,,334.6,1.72,,4.47,32.3,14,4.2,10,78.5,230.7,54.1,46.0653515366743,11.1548304283387
11405,14275,Cedrus deodara,55,4188.74,832.4,133.74,12.1,1.95,0.5,1.04,,,434.5,2.23,,5.22,32.3,14,4.2,10,78.5,299.5,70.2,46.0653365316746,11.1548495650057
11406,14276,Cedrus deodara,49,3386.16,657.4,105.63,10.7,1.72,0.4,0.83,,,345.2,1.77,,4.32,28.6,14,4.2,10,78.5,238,55.8,46.0653249383404,11.1549076400058
11407,14277,Pinus nigra,46,3100.5,350.8,56.37,5.4,0.87,0.3,0.6,,,252.1,1.3,,2.77,14.4,12,3.6,7,38.5,173.8,16.7,46.0653279366751,11.1549504616727
11408,14278,Pinus nigra,46,3100.5,350.8,56.37,5.4,0.87,0.3,0.6,,,252.1,1.3,,2.77,14.4,12,3.6,7,38.5,173.8,16.7,46.0653153166747,11.1549941766727
11409,14279,Pinus nigra,51,3743.79,441.6,70.96,6.2,0.99,0.3,0.59,,,246.4,1.27,,2.85,16.4,12,3.6,7,38.5,169.9,16.4,46.0652773200079,11.1549763616727
11410,14280,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,5.1,0.03,,0.53,8.2,4,1.2,1,0.8,3.5,0.2,46.0650110050081,11.1586024383388
11411,14281,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,4.8,0.02,,0.53,8.2,4,1.2,1,0.8,3.3,0.2,46.0649518533404,11.1586342350058
11412,14282,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,5.4,0.03,,0.53,8.2,4,1.2,1,0.8,3.7,0.2,46.0649002500074,11.1586850450058
11413,14283,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,4.5,0.02,,0.53,8.2,4,1.2,1,0.8,3.1,0.2,46.0648067950077,11.1588054650058
11414,14284,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,4.2,0.02,,0.52,8.2,4,1.2,1,0.8,2.9,0.2,46.0647812016745,11.1588965766728
11415,14285,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,5.4,0.03,,0.53,8.2,4,1.2,1,0.8,3.7,0.2,46.064756863341,11.1590334500057
11416,14286,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,4.5,0.02,,0.53,8.2,4,1.2,1,0.8,3.1,0.2,46.064769095008,11.1591231900058
11417,14287,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,5.1,0.03,,0.53,8.2,4,1.2,1,0.8,3.5,0.2,46.0648024850076,11.1591877016728
11418,14288,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,5.4,0.03,,0.53,8.2,4,1.2,1,0.8,3.7,0.2,46.0648445533407,11.1592614666728
11419,14289,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,4.2,0.02,,0.52,8.2,4,1.2,1,0.8,2.9,0.2,46.0648940633409,11.1592931883389
11420,14290,Ostrya carpinifolia,15,616.56,60.5,9.73,3.1,0.49,0,0.01,,,4.8,0.02,,0.53,8.2,4,1.2,1,0.8,3.3,0.2,46.0649481100077,11.1593054983387
11421,14291,Tilia x europaea,15,644.29,93,14.94,4.6,0.73,0,0.01,,,5.2,0.03,,0.77,12.2,4,1.2,1,0.8,3.6,0.2,46.0651179016748,11.1591462133388
11422,14292,Prunus avium,15,579.86,57.1,9.17,2.9,0.47,0,0.03,,,10.8,0.06,,0.55,7.7,4,1.2,3,7.1,7.5,0.6,46.065184948341,11.1591737216728
11423,14293,Malus,15,616.56,51.4,8.26,2.6,0.42,0,0.03,,,14.4,0.07,,0.53,7,4,1.2,3,7.1,9.9,0.9,46.0652563816743,11.1591479216728
11424,14294,Prunus avium,15,579.86,57.1,9.17,2.9,0.47,0,0.03,,,14.1,0.07,,0.57,7.7,4,1.2,3,7.1,9.7,0.7,46.0653417533406,11.1591430850058
11425,14295,Tilia x europaea,15,644.29,93,14.94,4.6,0.73,0,0.01,,,5.2,0.03,,0.77,12.2,4,1.2,1,0.8,3.6,0.2,46.0654264400078,11.1591094866728
11426,14296,Tilia x europaea,15,644.29,93,14.94,4.6,0.73,0,0.01,,,5.9,0.03,,0.78,12.2,4,1.2,1,0.8,4.1,0.2,46.0653686766746,11.1588848300058
11427,14297,Tilia x europaea,15,644.29,93,14.94,4.6,0.73,0,0.01,,,4.6,0.02,,0.77,12.2,4,1.2,1,0.8,3.1,0.1,46.0653007733408,11.1588981733388
11428,14298,Prunus avium,29,1189.34,284.2,45.66,7.4,1.19,0,0.04,,,17.7,0.09,,1.32,19.7,4,1.2,3,7.1,12.2,0.9,46.0652800083407,11.1589991100058
11429,14299,Tilia x europaea,15,644.29,93,14.94,4.6,0.73,0,0.01,,,5.2,0.03,,0.77,12.2,4,1.2,1,0.8,3.6,0.2,46.0652337466751,11.1589493033387
11430,14300,Tilia x europaea,15,644.29,93,14.94,4.6,0.73,0,0.01,,,5.9,0.03,,0.78,12.2,4,1.2,1,0.8,4.1,0.2,46.0651641566744,11.1589880883387
11431,14301,Prunus avium,29,1189.34,284.2,45.66,7.4,1.19,0,0.03,,,13.7,0.07,,1.29,19.7,4,1.2,3,7.1,9.4,0.7,46.065103728341,11.1590740250058
11432,14302,Tilia x europaea,15,644.29,93,14.94,4.6,0.73,0,0.01,,,5.6,0.03,,0.78,12.2,4,1.2,1,0.8,3.8,0.2,46.0650835683411,11.1589828050058
11433,14303,Acer pseudoplatanus,15,617.51,47.2,7.59,2.3,0.36,0,0.01,,,3.7,0.02,,0.39,6,3,0.9,1,0.8,2.6,0.2,46.0672125216744,11.1655243050059
11434,14304,Acer pseudoplatanus,15,617.51,47.2,7.59,2.3,0.36,0,0.01,,,4.2,0.02,,0.39,6,3,0.9,1,0.8,2.9,0.2,46.0672381566749,11.1656600033388
11435,14305,Acer pseudoplatanus,15,617.51,47.2,7.59,2.3,0.36,0,0.01,,,4.2,0.02,,0.39,6,3,0.9,1,0.8,2.9,0.2,46.0672337400075,11.1657155650058
11436,14306,Acer pseudoplatanus,15,617.51,47.2,7.59,2.3,0.36,0,0.01,,,3.3,0.02,,0.39,6,3,0.9,1,0.8,2.2,0.2,46.0672494950074,11.1657918716728
11437,14307,Acer pseudoplatanus,15,617.51,47.2,7.59,2.3,0.36,0,0.01,,,4.2,0.02,,0.39,6,3,0.9,1,0.8,2.9,0.2,46.0672968600073,11.1658797850059
11438,14308,Acer pseudoplatanus,15,617.51,47.2,7.59,2.3,0.36,0,0.01,,,3.5,0.02,,0.39,6,3,0.9,1,0.8,2.4,0.2,46.0673390466748,11.1659861300058
11439,14309,Acer pseudoplatanus,15,617.51,47.2,7.59,2.3,0.36,0,0.01,,,3.3,0.02,,0.39,6,3,0.9,1,0.8,2.2,0.2,46.0672655016751,11.1654896066729
11440,14310,Prunus avium,15,579.86,57.1,9.17,2.9,0.47,0,0.01,,,3,0.02,,0.49,7.7,3,0.9,1,0.8,2.1,0.2,46.067229630008,11.1654743166729
11441,14311,Prunus avium,15,579.86,57.1,9.17,2.9,0.47,0,0.01,,,3.2,0.02,,0.49,7.7,3,0.9,1,0.8,2.2,0.2,46.067199025008,11.1654967916728
11442,14312,Liriodendron tulipifera,25,1266.02,131.1,21.06,5.1,0.83,0,0.05,,,20.6,0.11,,0.98,13.7,7,2.1,3,7.1,14.2,0.8,46.0672783516749,11.1651635616729
11443,14313,Prunus avium,15,579.86,57.1,9.17,2.9,0.47,0,0.01,,,3.4,0.02,,0.49,7.7,3,0.9,1,0.8,2.4,0.2,46.0671671266746,11.1655033483389
11444,14314,Prunus avium,15,579.86,57.1,9.17,2.9,0.47,0,0.01,,,3.4,0.02,,0.49,7.7,3,0.9,1,0.8,2.4,0.2,46.0671167200075,11.1655662716729
11445,14315,Prunus avium,15,579.86,57.1,9.17,2.9,0.47,0,0.01,,,3.2,0.02,,0.49,7.7,3,0.9,1,0.8,2.2,0.2,46.0670446600081,11.1656501366729
11446,14316,Prunus avium,17,643.18,77.4,12.44,3.5,0.56,0,0.01,,,3.6,0.02,,0.58,9.2,3,0.9,1,0.8,2.5,0.2,46.0686061300075,11.1609971083389
11447,14317,Prunus avium,17,643.18,77.4,12.44,3.5,0.56,0,0.01,,,3.4,0.02,,0.58,9.2,3,0.9,1,0.8,2.3,0.2,46.0686611066747,11.1609660466729
11448,14318,Prunus avium,17,643.18,77.4,12.44,3.5,0.56,0,0.01,,,3.6,0.02,,0.58,9.2,3,0.9,1,0.8,2.5,0.2,46.0686917216748,11.1609503283388
11449,14319,Prunus avium,17,643.18,77.4,12.44,3.5,0.56,0,0.01,,,3.6,0.02,,0.58,9.2,3,0.9,1,0.8,2.5,0.2,46.068717223341,11.1609404733389
11450,14320,Tilia x europaea,35,2162.77,685.5,110.13,14.3,2.3,0.1,0.21,,,88.8,0.46,,2.97,38.2,8,2.4,5,19.6,61.2,2.8,46.068619513341,11.1609192516729
11451,14321,Tilia x europaea,25,1251.68,310,49.81,9.1,1.46,0.1,0.18,,,74,0.38,,2.02,24.2,8,2.4,5,19.6,51,2.4,46.0686022850075,11.1608862966728
11452,14322,Tilia x europaea,25,1251.68,310,49.81,9.1,1.46,0.1,0.2,,,83.6,0.43,,2.09,24.2,8,2.4,5,19.6,57.6,2.7,46.0685562600076,11.1608953683389
11453,14323,Celtis australis,35,1985.5,74.8,12.01,1.5,0.24,0.1,0.19,,,78.6,0.4,,0.83,3.9,8,2.4,5,19.6,54.2,3.2,46.0614084583411,11.1521076966728
11454,14324,Celtis australis,35,1985.5,74.8,12.01,1.5,0.24,0.1,0.17,,,69.6,0.36,,0.76,3.9,8,2.4,5,19.6,48,2.8,46.0614161216749,11.1520512750056
11455,14325,Celtis australis,35,1985.5,74.8,12.01,1.5,0.24,0.1,0.17,,,69.6,0.36,,0.76,3.9,8,2.4,5,19.6,48,2.8,46.0614072983411,11.1519778633387
11456,14326,Celtis australis,52,3997.61,147.3,23.66,2,0.31,0.1,0.22,,,90.4,0.47,,1,5.2,8,2.4,5,19.6,62.3,3.7,46.0614063483402,11.1518960133386
11457,14327,Betula,15,607.47,93.1,14.96,4.8,0.77,0,0.04,,,14.6,0.08,,0.88,12.8,5,1.5,3,7.1,10.1,0.6,46.0613577033406,11.1517309450056
11458,14328,Betula,15,607.47,93.1,14.96,4.8,0.77,0,0.04,,,14.6,0.08,,0.88,12.8,5,1.5,3,7.1,10.1,0.6,46.0613619866743,11.1517088416727
11459,14329,Betula,21,870.16,213.5,34.3,7.8,1.25,0,0.05,,,19.9,0.1,,1.4,20.8,5,1.5,3,7.1,13.7,0.9,46.0613829783405,11.1517102383387
11460,14330,Betula,15,607.47,93.1,14.96,4.8,0.77,0,0.03,,,13.6,0.07,,0.87,12.8,5,1.5,3,7.1,9.4,0.6,46.0613773433407,11.1517240783387
11461,14331,Celtis australis,20,863.12,28.7,4.61,1,0.16,0,0.06,,,26,0.13,,0.36,2.6,5,1.5,4,12.6,17.9,1.1,46.0614702600074,11.1519559433386
11462,14332,Celtis australis,20,863.12,28.7,4.61,1,0.16,0,0.08,,,33.8,0.17,,0.41,2.6,5,1.5,4,12.6,23.3,1.4,46.0615332166752,11.1519975483387
11463,14333,Celtis australis,32,1712.05,64.1,10.3,1.4,0.22,0,0.09,,,37.6,0.19,,0.51,3.7,5,1.5,4,12.6,25.9,1.5,46.0616086966747,11.1520375866726
11464,14334,Celtis australis,20,863.12,28.7,4.61,1,0.16,0,0.08,,,33.8,0.17,,0.41,2.6,5,1.5,4,12.6,23.3,1.4,46.0616557633408,11.1520353350056
11465,14335,Celtis australis,20,863.12,28.7,4.61,1,0.16,0,0.08,,,33.8,0.17,,0.41,2.6,5,1.5,4,12.6,23.3,1.4,46.0617088700076,11.1520753466727
11466,14336,Celtis australis,20,863.12,28.7,4.61,1,0.16,0,0.08,,,33.8,0.17,,0.41,2.6,5,1.5,4,12.6,23.3,1.4,46.0617619883409,11.1520519800057
11467,14337,Celtis australis,20,863.12,28.7,4.61,1,0.16,0,0.07,,,29.9,0.15,,0.38,2.6,5,1.5,4,12.6,20.6,1.2,46.0617957950076,11.1520445166727
