,Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
25,73,Tilia cordata,14,614.27,33.2,5.33,1.7,0.28,0.1,0.12,,,49.9,0.26,,0.66,4.7,7,2.1,5,19.6,34.4,2.6,46.0547000728903,11.1370696165265
26,80,Acer pseudoplatanus,5,70.09,4.4,0.7,0.6,0.1,0,0.02,,,9.1,0.05,,0.17,1.7,4,1.2,3,7.1,6.2,0.4,46.0451697276878,11.1394170799521
27,81,Acer pseudoplatanus,12,512.32,32.2,5.17,1.9,0.3,0,0.03,,,14.1,0.07,,0.4,5,6,1.8,3,7.1,9.7,0.7,46.0451424525957,11.1392971134718
28,82,Acer pseudoplatanus,12,512.32,32.2,5.17,1.9,0.3,0,0.06,,,24,0.12,,0.48,5,6,1.8,3.5,9.6,16.5,1.2,46.04482609631,11.1392724882367
29,83,Acer pseudoplatanus,9,227.09,16.6,2.67,1.3,0.21,0,0.02,,,10.3,0.05,,0.28,3.4,5,1.5,2.5,4.9,7.1,0.5,46.0447672025987,11.1392693091598
30,84,Acer pseudoplatanus,10,280.36,20.9,3.35,1.5,0.23,0,0.03,,,11.4,0.06,,0.32,3.9,5,1.5,2.5,4.9,7.9,0.5,46.0443739366415,11.1394345577354
31,85,Acer pseudoplatanus,10,280.36,20.9,3.35,1.5,0.23,0,0.03,,,10.7,0.06,,0.31,3.9,5,1.5,2.5,4.9,7.4,0.5,46.0444458435488,11.1392428763984
32,86,Acer pseudoplatanus,4,51.38,2.9,0.46,0.5,0.08,0,0.01,,,5,0.03,,0.12,1.3,5,1.5,2,3.1,3.5,0.2,46.0439729424091,11.1392050326072
33,87,Acer pseudoplatanus,10,280.36,20.9,3.35,1.5,0.23,0,0.03,,,12.4,0.06,,0.33,3.9,5,1.5,3,7.1,8.5,0.6,46.0438080855709,11.139256183076
34,88,Acer pseudoplatanus,12,512.32,31.1,4.99,1.8,0.29,0,0.04,,,17.1,0.09,,0.42,4.8,5,1.5,3,7.1,11.8,0.8,46.0439615940266,11.1394029630736
35,89,Acer pseudoplatanus,2,51.38,0.6,0.1,0.2,0.04,0,0.01,,,2.3,0.01,,0.05,0.6,5,1.5,1,0.8,1.6,0.1,46.0441454974414,11.1394171861273
36,90,Acer pseudoplatanus,4,51.38,2.9,0.46,0.5,0.08,0,0.01,,,5.8,0.03,,0.12,1.3,5,1.5,2,3.1,4,0.3,46.0549880972502,11.1381455525724
37,91,Acer campestre,5,81.22,5,0.8,0.5,0.08,0,0.02,,,7.6,0.04,,0.13,1.3,6,1.8,2,3.1,5.2,0.3,46.0550127601461,11.1381353487525
38,92,Acer campestre,8,207.91,14.8,2.38,0.9,0.14,0,0.02,,,10.4,0.05,,0.22,2.3,8,2.4,2,3.1,7.2,0.4,46.0551016888381,11.1382052433051
39,93,Acer campestre,10,324.86,20.4,3.28,1,0.16,0,0.04,,,15,0.08,,0.27,2.7,4,1.2,3,7.1,10.4,0.6,46.0551504835444,11.1387323441437
40,94,Acer tataricum ssp. ginnala,4,59.54,5.3,0.85,0.9,0.15,0,0.01,,,4.7,0.02,,0.19,2.5,4,1.2,2,3.1,3.2,0.2,46.0552276643495,11.1387788009374
41,95,Acer tataricum ssp. ginnala,4,59.54,5.3,0.85,0.9,0.15,0,0.01,,,4.7,0.02,,0.19,2.5,4,1.2,2,3.1,3.2,0.2,46.038782435562,11.0557078928483
42,96,Fagus,7,184.26,18.6,2.98,2,0.32,0,0.01,,,5.3,0.03,,0.36,5.3,4.5,1.3,1.5,1.8,3.6,0.2,46.0388456882794,11.0560391513113
43,97,Fagus,7,184.26,18.6,2.98,2,0.32,0,0.01,,,4.3,0.02,,0.35,5.3,4.5,1.3,1.5,1.8,3,0.1,46.038925699004,11.0565694137375
44,99,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,4.9,0.03,,0.42,6.3,4.5,1.3,1.5,1.8,3.4,0.2,46.038952394024,11.0567464276195
45,100,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,5.5,0.03,,0.42,6.3,4.5,1.3,1.5,1.8,3.8,0.2,46.0389776340138,11.056904260326
46,101,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,4.2,0.02,,0.41,6.3,4.5,1.3,1.5,1.8,2.9,0.1,46.0389956043696,11.0570309352275
47,102,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,5.5,0.03,,0.42,6.3,4.5,1.3,1.5,1.8,3.8,0.2,46.0380327210662,11.0541001627067
48,103,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,6.2,0.03,,0.43,6.3,3.5,1,2,3.1,4.2,0.2,46.0378907683455,11.0539908654608
49,104,Fagus,7,184.26,18.6,2.98,2,0.32,0,0.01,,,5.3,0.03,,0.36,5.3,4.5,1.3,1.5,1.8,3.6,0.2,46.0712092934262,11.058550396284
50,107,Acer campestre,6,116.95,7,1.13,0.6,0.09,0,0.02,,,7.5,0.04,,0.15,1.5,5,1.5,2,3.1,5.2,0.3,46.0711791144665,11.0586507448963
51,108,Acer opalus,6,110.08,13.5,2.17,1.6,0.25,0,0.02,,,7.5,0.04,,0.31,4.2,5,1.5,2,3.1,5.2,0.3,46.0508999052313,11.1447061919197
52,114,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.04,,,15.7,0.08,,0.25,2.2,4.5,1.3,3,7.1,10.8,0.8,46.0509425019828,11.1449158319336
53,115,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.02,,,10.4,0.05,,0.26,3,4.5,1.3,2.5,4.9,7.2,0.5,46.050996364803,11.1447794728799
54,116,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.01,,,4.4,0.02,,0.17,2.2,4.5,1.3,1,0.8,3,0.2,46.0511019998167,11.1448913725605
55,117,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.02,,,9.3,0.05,,0.2,2.2,4.5,1.3,2,3.1,6.4,0.5,46.0511642203308,11.1451679584802
56,118,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.0510967257882,11.1450811912469
57,119,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.0510189760562,11.1450037220889
58,120,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,18.2,0.09,,0.34,3.4,5,1.5,3,7.1,12.5,0.9,46.0512658283248,11.145130011275
59,121,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.04,,,16.7,0.09,,0.26,2.2,4.5,1.3,3,7.1,11.5,0.9,46.0511976795239,11.1450349454622
60,122,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0,,,2.1,0.01,,0.15,2.2,2,0.6,1,0.8,1.4,0.1,46.0480536824246,11.1432337109125
61,123,Sophora japonica,9.9,271.47,13.2,2.12,0.9,0.15,0,0.01,,,6,0.03,,0.19,2.5,5,1.5,2,3.1,4.2,0.5,46.0481084852019,11.1433254088101
62,124,Sophora japonica,9.9,271.47,13.2,2.12,0.9,0.15,0,0.01,,,6,0.03,,0.19,2.5,5,1.5,2,3.1,4.2,0.5,46.0515242006705,11.1455247210436
63,135,Tilia cordata,7,176.63,6.5,1.04,0.7,0.11,0,0.02,,,6.8,0.04,,0.16,1.8,4.5,1.3,2,3.1,4.7,0.4,46.0514601625631,11.1454264525543
64,137,Tilia cordata,7,176.63,6.5,1.04,0.7,0.11,0,0.02,,,8.4,0.04,,0.17,1.8,4.5,1.3,2,3.1,5.8,0.4,46.0518688016625,11.146220999473
65,138,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.0519344189862,11.1463166161733
66,139,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,16,0.08,,0.32,3.4,5,1.5,3,7.1,11,0.8,46.0524869886805,11.147019157429
67,140,Tilia cordata,9,291.98,11.7,1.88,1,0.16,0,0.03,,,13,0.07,,0.25,2.6,4.5,1.3,2.5,4.9,9,0.7,46.0525469366889,11.1471146856471
68,141,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,12,0.06,,0.27,3,4.5,1.3,2.5,4.9,8.3,0.6,46.0526091816534,11.1472077177137
69,142,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,12,0.06,,0.27,3,4.5,1.3,2.5,4.9,8.3,0.6,46.0524130119945,11.1469038243004
70,143,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,11.6,0.06,,0.27,3,5,1.5,2.5,4.9,8,0.6,46.0528396014634,11.1475712428205
71,144,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,13.5,0.07,,0.28,3,4.5,1.3,2.5,4.9,9.3,0.7,46.0519829568881,11.1462338257801
72,145,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,14.5,0.07,,0.31,3.4,5,1.5,2.5,4.9,10,0.7,46.0519189194242,11.1461355556595
73,146,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,11.2,0.06,,0.29,3.4,5,1.5,2.5,4.9,7.7,0.6,46.0518544855572,11.1460344264893
74,147,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,11.2,0.06,,0.29,3.4,5,1.5,2.5,4.9,7.7,0.6,46.0520588194195,11.1463110956611
75,148,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.0522447068957,11.146644964888
76,149,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,16,0.08,,0.32,3.4,5,1.5,3,7.1,11,0.8,46.0521984554072,11.1465294146623
77,150,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,14.8,0.08,,0.31,3.4,5,1.5,3,7.1,10.2,0.8,46.0517900103473,11.1459354935274
78,151,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,11.2,0.06,,0.29,3.4,5,1.5,2.5,4.9,7.7,0.6,46.0517246989032,11.1458379503555
79,152,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,12.8,0.07,,0.3,3.4,5,1.5,2.5,4.9,8.9,0.7,46.0576672505088,11.1530672081218
80,170,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.06,,,26.7,0.14,,1.1,14.9,5,1.5,4,12.6,18.4,1.5,46.0575509088212,11.1530510488899
81,171,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.03,,,13,0.07,,0.99,14.9,5,1.5,3,7.1,8.9,0.7,46.0574345841703,11.1530339854223
82,172,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.06,,,26.7,0.14,,1.1,14.9,5,1.5,4,12.6,18.4,1.5,46.057315504637,11.1530437055448
83,173,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.06,,,26.7,0.14,,1.1,14.9,5,1.5,4,12.6,18.4,1.5,46.0572028878094,11.1530782404277
84,174,Sorbus,12,512,48.9,7.85,3.1,0.5,0,0.03,,,12.7,0.07,,0.6,8.3,4,1.2,3,7.1,8.7,0.7,46.0791022488752,11.0585466516451
85,180,Tilia cordata,13,569.19,27.9,4.48,1.6,0.25,0,0.08,,,34.9,0.18,,0.52,4.2,6,1.8,4,12.6,24.1,1.8,46.0790664703408,11.0584343533409
86,181,Tilia cordata,13,569.19,27.9,4.48,1.6,0.25,0,0.09,,,37,0.19,,0.53,4.2,6,1.8,4,12.6,25.5,1.9,46.0789915169315,11.0583782800932
87,182,Tilia cordata,19,889.77,68.2,10.95,2.6,0.42,0.1,0.16,,,68.4,0.35,,0.94,7,6,1.8,5,19.6,47.2,3.5,46.0787790232386,11.0585028110453
88,183,Cupressus,14,551.62,143.6,23.07,6.1,0.98,0,0.01,,,6.2,0.03,,1.03,16.3,10,3,1,0.8,4.3,1,46.0787695389446,11.058494698305
89,184,Cupressus,14,551.62,143.5,23.05,6.1,0.98,0,0.01,,,5.1,0.03,,1.02,16.3,10,3,1,0.8,3.5,0.8,46.0787664689167,11.0585102332325
90,185,Cupressus,14,551.62,143.5,23.06,6.1,0.98,0,0.01,,,5.5,0.03,,1.02,16.3,10,3,1,0.8,3.8,0.9,46.0783280664322,11.0588594124012
91,186,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.03,,,11.6,0.06,,0.39,5,4.5,1.3,2,3.1,8,0.5,46.078385247409,11.0587979092261
92,187,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.02,,,8.2,0.04,,0.36,5,4,1.2,1.5,1.8,5.7,0.3,46.0784303557777,11.0587320768248
93,188,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.09,,,36.8,0.19,,0.58,5,5,1.5,4,12.6,25.3,1.5,46.0785816415075,11.0585129277773
94,189,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.05,,,20.2,0.1,,0.42,4.5,4.5,1.3,3,7.1,13.9,0.8,46.045055936816,11.1055108829073
95,307,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.0449580642297,11.1055226733619
96,308,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.0448546718606,11.1055360635232
97,309,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.07,,,28.2,0.14,,0.39,3,4,1.2,4,12.6,19.4,1.5,46.0447596041314,11.105547055743
98,310,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.0446630240518,11.1055570856845
99,311,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.07,,,28.1,0.14,,0.39,3,5,1.5,4,12.6,19.4,1.5,46.0445591610588,11.1055667095368
100,312,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.0441345450342,11.1055994278083
101,330,Prunus avium,35,1569.28,449.3,72.18,7.1,1.14,0.5,1.02,,,427.3,2.2,,4.37,19,13,3.9,14,153.9,294.6,22.8,46.0445521259612,11.10539169358
102,331,Fraxinus,16,660.92,92.3,14.82,4,0.64,0.1,0.22,,,92,0.47,,1.33,10.6,8,2.4,6,28.3,63.4,5.7,46.0445260235818,11.1053477899569
103,332,Fraxinus,13,546.14,55.4,8.9,3,0.48,0,0.07,,,31.2,0.16,,0.71,7.9,6,1.8,4,12.6,21.5,1.9,46.044489725167,11.1054127166266
104,333,Fraxinus,13,546.14,55.4,8.9,3,0.48,0,0.06,,,25.5,0.13,,0.67,7.9,6,1.8,4,12.6,17.6,1.6,46.0209168721083,11.1113863940637
105,396,Prunus serrulata,16,610.53,79.6,12.78,3.8,0.61,0,0.03,,,14.5,0.07,,0.72,10.1,5,1.5,4,12.6,10,0.8,46.0209560342883,11.1113907277494
106,397,Prunus serrulata,25,975.63,235.9,37.9,7.1,1.15,0.1,0.12,,,48.5,0.25,,1.51,19,6,1.8,6,28.3,33.4,2.6,46.0209474580789,11.111460296639
107,398,Prunus serrulata,22,836.12,172.8,27.76,5.9,0.96,0.1,0.13,,,52.8,0.27,,1.35,15.9,6,1.8,6,28.3,36.4,2.8,46.064569421023,11.0976574109516
108,415,Parrotia persica,11,482.32,25.4,4.08,1.2,0.19,0,0.03,,,12.1,0.06,,0.29,3.2,4,1.2,3,7.1,8.4,0.4,46.0644803353089,11.0976661894162
109,416,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0.1,0.15,,,62,0.32,,0.86,6.5,7,2.1,5,19.6,42.7,2.2,46.0643918863045,11.097674604089
110,417,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0.1,0.15,,,62,0.32,,0.86,6.5,7,2.1,5,19.6,42.7,2.2,46.0643030704135,11.097683392732
111,418,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0.1,0.12,,,52,0.27,,0.78,6.5,6,1.8,5,19.6,35.9,1.8,46.0642016246802,11.0976937715501
112,419,Parrotia persica,11,482.32,25.4,4.08,1.2,0.19,0,0.07,,,30.6,0.16,,0.42,3.2,6,1.8,4,12.6,21.1,1.1,46.0641130833568,11.0977023119517
113,420,Parrotia persica,15,616.56,53.6,8.61,1.9,0.3,0.1,0.1,,,42.4,0.22,,0.62,5,6,1.8,5,19.6,29.3,1.5,46.0640250721947,11.0977113896092
114,422,Parrotia persica,15,616.56,53.6,8.61,1.9,0.3,0.1,0.13,,,55.1,0.28,,0.72,5,6,1.8,5,19.6,38,2,46.0639347320278,11.0977198618038
115,423,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0.1,0.11,,,47.7,0.25,,0.75,6.5,7,2.1,5,19.6,32.9,1.7,46.0638472700044,11.0977284430343
116,424,Parrotia persica,11,482.32,25.4,4.08,1.2,0.19,0,0.07,,,30.6,0.16,,0.42,3.2,6,1.8,4,12.6,21.1,1.1,46.0645238830512,11.0975150086408
117,546,Parrotia persica,18,744.35,83.4,13.4,2.4,0.39,0.1,0.21,,,89.5,0.46,,1.07,6.5,7,2.1,6,28.3,61.7,3.2,46.0141524137418,11.131699495336
118,616,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.05,,,20.2,0.1,,0.45,5,4,1.2,3,7.1,13.9,0.8,46.0140220086186,11.1315348153073
119,617,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.5,0.03,,1.39,22.3,14,4.2,1,0.8,4.5,1.1,46.0140160364516,11.1315509917137
120,618,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.9,0.04,,1.4,22.3,14,4.2,1,0.8,4.8,1.1,46.0140112575997,11.1315659221764
121,619,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.9,0.04,,1.4,22.3,14,4.2,1,0.8,4.8,1.1,46.0139746653599,11.1315734291648
122,620,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.9,0.04,,1.4,22.3,14,4.2,1,0.8,4.8,1.1,46.0139707955485,11.1315878778327
123,621,Cupressus,19,766.49,260,41.77,8.4,1.34,0,0.01,,,5.3,0.03,,1.38,22.3,14,4.2,1,0.8,3.7,0.9,46.013965535675,11.131604469139
124,622,Cupressus,19,766.49,260,41.78,8.4,1.34,0,0.01,,,5.7,0.03,,1.39,22.3,14,4.2,1,0.8,4,0.9,46.014040566736,11.1313312937887
125,623,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.04,,,17.8,0.09,,0.44,5,4,1.2,3,7.1,12.3,0.7,46.0138128286354,11.1315159241854
126,624,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.08,,,32.6,0.17,,0.58,5.6,4.5,1.3,4,12.6,22.4,1.4,46.0419415298035,11.1417174575561
127,625,Prunus avium,12,499.72,33.1,5.33,2.1,0.34,0,0.05,,,20.8,0.11,,0.5,5.6,6,1.8,4,12.6,14.4,1.1,46.0418848414427,11.1417214699257
128,626,Ostrya carpinifolia,20,842.45,121.7,19.56,4.6,0.74,0.1,0.16,,,65,0.33,,1.23,12.3,10,3,5,19.6,44.8,2.9,46.0417758292492,11.1417463360409
129,627,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0.1,0.2,,,85,0.44,,1.65,16.8,10,3,5,19.6,58.6,3.8,46.041798218713,11.1417378958876
130,628,Ostrya carpinifolia,18,744.35,94.3,15.14,4,0.64,0,0.07,,,29.1,0.15,,0.86,10.6,6,1.8,4,12.6,20.1,1.3,46.0418168137553,11.141730213764
131,629,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0.1,0.2,,,85,0.44,,1.65,16.8,10,3,5,19.6,58.6,3.8,46.0418187974782,11.1415379729611
132,630,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.15,,,63.7,0.33,,0.62,2.3,6,1.8,6,28.3,43.9,2.6,46.0417498423222,11.1415289745385
133,631,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.2,,,82.7,0.43,,0.76,2.3,6,1.8,6,28.3,57,3.4,46.0417868613257,11.141565947993
134,632,Robinia pseudoacacia,80,5671.56,2024.3,325.24,25.5,4.1,0.7,1.42,,,592.5,3.05,,8.57,68.1,15,4.5,12,113.1,408.5,22,46.0416605029026,11.1417527343919
135,633,Ostrya carpinifolia,24,1069.62,189.5,30.44,6,0.96,0.1,0.24,,,99.3,0.51,,1.71,15.9,9,2.7,6,28.3,68.4,4.5,46.0416800565144,11.1417563336879
136,634,Ostrya carpinifolia,18,744.35,94.3,15.14,4,0.64,0,0.07,,,31.3,0.16,,0.87,10.6,6,1.8,4,12.6,21.6,1.4,46.0417298371668,11.141760713767
137,635,Robinia pseudoacacia,65,3942.81,1205.3,193.65,18.6,2.99,0.3,0.58,,,243.5,1.25,,4.82,49.6,16,4.8,8,50.3,167.8,9,46.0416721568263,11.1415343726446
138,636,Celtis australis,166,22794.92,1075.4,172.78,0.1,0.02,0.2,0.4,,,167.2,0.86,,1.28,0.3,6,1.8,6,28.3,115.3,6.8,46.0415988258427,11.1415523465887
139,637,Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0.1,0.12,,,49.8,0.26,,0.5,2.1,5.5,1.7,5,19.6,34.3,2,46.041525038255,11.1415754726366
140,638,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.19,,,79.8,0.41,,0.74,2.3,6.5,1.9,6,28.3,55,3.2,46.0414824429286,11.1416343127268
141,639,Betula pendula,16,645.17,56.8,9.12,3.6,0.57,0,0.08,,,35.1,0.18,,0.84,9.5,8,2.4,4,12.6,24.2,1.4,46.0414936667542,11.1416453446672
142,640,Betula pendula,28,1287.31,225.8,36.28,8.1,1.3,0.2,0.34,,,141.4,0.73,,2.36,21.5,13,3.9,7,38.5,97.5,5.8,46.0414837692471,11.1416547846812
143,641,Betula pendula,18,727.87,75.9,12.2,4.2,0.68,0.1,0.12,,,51,0.26,,1.07,11.3,9,2.7,5,19.6,35.1,2.1,46.0415692468259,11.1417330510138
144,642,Robinia pseudoacacia,50,2484.96,629.1,101.08,12.5,2.01,0.5,0.94,,,391.4,2.01,,4.96,33.4,14,4.2,10,78.5,269.8,14.5,46.0416154346824,11.1415737970572
145,643,Robinia pseudoacacia,42,1862.95,409.9,65.85,9.7,1.55,0.5,0.99,,,412.5,2.12,,4.66,25.8,14,4.2,12,113.1,284.4,15.3,46.0414288343346,11.1414452233685
146,644,Celtis australis,19,810.06,26.3,4.22,1,0.15,0.1,0.13,,,52.6,0.27,,0.55,2.6,4.5,1.3,5,19.6,36.2,2.1,46.0414870131551,11.1414145146575
147,645,Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0.1,0.11,,,46,0.24,,0.49,2.4,5,1.5,5,19.6,31.7,1.9,46.0415487560385,11.1413905351332
148,646,Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0.1,0.12,,,50.6,0.26,,0.52,2.4,4.5,1.3,5,19.6,34.9,2.1,46.0416097752956,11.1413763502196
149,647,Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0.1,0.12,,,48.4,0.25,,0.49,2.2,4.5,1.3,5,19.6,33.3,2,46.0599135767401,11.154022857208
150,651,Sorbus,5,69.67,5.7,0.92,0.9,0.15,0,0,,,1.2,0.01,,0.15,2.4,1,0.3,1,0.8,0.8,0.1,46.0401623662282,11.1439506077566
151,670,Robinia pseudoacacia,22,781.18,86.3,13.86,3.8,0.61,0.3,0.56,,,232.9,1.2,,2.36,10.1,15,4.5,9,63.6,160.5,8.6,46.0401058261863,11.1439563036572
152,671,Acer platanoides,18,755.18,92.4,14.84,4.5,0.73,0.1,0.21,,,89.2,0.46,,1.4,12.1,12,3.6,5,19.6,61.5,3.3,46.0400475649074,11.1439577972164
153,672,Acer platanoides,11,483.19,26.2,4.21,2.2,0.35,0,0.04,,,15.4,0.08,,0.47,5.8,5,1.5,3,7.1,10.6,0.6,46.0399882779359,11.1439611897054
154,673,Acer platanoides,25,1158.47,186.9,30.03,6.7,1.08,0.4,0.82,,,343.7,1.77,,3.67,17.9,12,3.6,10,78.5,236.9,12.8,46.0399315286653,11.143963646457
155,674,Picea abies,32,1707.61,268.4,43.13,3.8,0.6,0.4,0.68,,,283,1.46,,2.74,10,12,3.6,8,50.3,195.1,32.5,46.0396792269482,11.1440173407666
156,675,Acer platanoides,28,1371.5,239,38.39,7.7,1.23,0.3,0.58,,,243.1,1.25,,3.07,20.5,12,3.6,8,50.3,167.6,9,46.0497817916593,11.1442497672713
157,691,Quercus robur,32,1958.78,319.9,51.4,8,1.29,0.6,1.1,,,458.1,2.36,,4.74,21.4,12,3.6,12,113.1,315.8,21,46.0388975674518,11.1446724477208
158,703,Pinus nigra,38,2209.17,234.7,37.7,4.3,0.68,0.4,0.74,,,309.3,1.59,,3.01,11.3,13,3.9,8,50.3,213.2,20.6,46.0385088221597,11.1454688856166
159,723,Pyrus calleryana,16,656.57,59.2,9.52,2.8,0.45,0,0.07,,,28,0.14,,0.67,7.5,6,1.8,4,12.6,19.3,1.5,46.0383384757831,11.1456204764399
160,724,Pyrus calleryana,15,616.56,50.6,8.13,2.6,0.41,0,0.04,,,15.1,0.08,,0.53,6.9,5,1.5,3,7.1,10.4,0.8,46.0382293951205,11.1456537313108
161,725,Pyrus calleryana,15,616.56,50.6,8.13,2.6,0.41,0,0.04,,,16.3,0.08,,0.54,6.9,5,1.5,3,7.1,11.2,0.8,46.038126842007,11.1457084337024
162,726,Pyrus calleryana,12,512,29.3,4.71,1.9,0.3,0,0.04,,,18.2,0.09,,0.44,5,5,1.5,3,7.1,12.5,0.9,46.0361015638099,11.1461867428603
163,727,Liriodendron tulipifera,17,746.58,51.7,8.3,3,0.48,0,0.09,,,39.2,0.2,,0.78,8,7,2.1,4,12.6,27.1,1.6,46.0361439963909,11.1461366933342
164,728,Liriodendron tulipifera,16,695.56,44.7,7.18,2.7,0.44,0,0.07,,,29.6,0.15,,0.66,7.3,7,2.1,4,12.6,20.4,1.2,46.0361438042948,11.1460702604466
165,729,Liriodendron tulipifera,18,800.68,59.3,9.53,3.2,0.52,0.1,0.1,,,40,0.21,,0.82,8.6,7,2.1,4,12.6,27.6,1.6,46.0361400242773,11.1460031716802
166,730,Liriodendron tulipifera,18,800.68,59.3,9.53,3.2,0.52,0,0.08,,,35.4,0.18,,0.79,8.6,7,2.1,4,12.6,24.4,1.4,46.036136190667,11.1459341423621
167,731,Liriodendron tulipifera,18,800.68,59.3,9.53,3.2,0.52,0,0.08,,,33.1,0.17,,0.77,8.6,7,2.1,4,12.6,22.8,1.3,46.0360415281504,11.1461916546634
168,732,Acer campestre,18,791.58,90.3,14.52,2.4,0.38,0.2,0.4,,,167.5,0.86,,1.64,6.3,11,3.3,8,50.3,115.4,6.5,46.0360758659482,11.1464047962056
